,KOIS,host_star,KOIP,Kepname,star_mass,star_radius,CDPP_6h,b,planet_period,planet_radius,e_Rp,T,RpAvg,Prat,Delta
263,K00564, 6786037,K00564.03,Kepler-603 d ,1.335,1.85,93.448,0.0355,6.2171292,2.4733195169,0.354471552072,1300.16979101,0.0,0.0,0.0
264,K00564, 6786037,K00564.01,Kepler-603 b ,1.335,1.85,93.448,0.013,21.05358596,4.79614313432,0.67379452605,866.737353593,3.63473132561,3.38638385704,29.8482987862
265,K00567, 7445445,K00567.02,Kepler-184 c ,0.891,0.851,80.145,0.4256,20.30302457,2.01735993396,0.166975224184,600.819448488,2.20697250683,1.89968491159,18.0975604394
266,K00567, 7445445,K00567.03,Kepler-184 d ,0.891,0.851,80.145,0.8923,29.02235261,2.50052996478,0.279599669231,533.652062833,2.25894494937,1.42945956204,10.1102820513
267,K00567, 7445445,K00567.01,Kepler-184 b ,0.891,0.851,80.145,0.1788,10.68757479,2.39658507969,0.196568948249,743.900625174,0.0,0.0,0.0
268,K00568, 7595157,K00568.02,Kepler-605 c ,0.881,0.89,64.539,0.0831,2.358951515,0.869817470368,0.0816535189736,1220.34502628,0.0,0.0,0.0
269,K00568, 7595157,K00568.01,Kepler-605 b ,0.881,0.89,64.539,0.0827,3.383538066,1.44709296727,0.123503078683,1082.90397038,1.15845521882,1.43433980923,13.6855654952
270,K00569, 8008206,K00569.01,Kepler-185 c ,0.782,0.746,105.166,0.2343,20.72913358,1.77097358371,0.150326422985,520.127290183,1.43404990368,12.6945276809,69.7049045636
271,K00569, 8008206,K00569.02,Kepler-185 b ,0.782,0.746,105.166,0.3653,1.632918853,1.09712622365,0.0939906107454,1213.58223901,0.0,0.0,0.0
272,K00572, 8193178,K00572.02,Kepler-187 b ,1.106,1.42,77.766,0.3804,4.93886507,1.61848780667,0.251673304916,1298.52414848,0.0,0.0,0.0
273,K00572, 8193178,K00572.01,Kepler-187 c ,1.106,1.42,77.766,0.7636,10.64022272,3.33141949934,0.518715820691,1005.51184451,2.47495365301,2.15438619383,22.3355766873
274,K00573, 8344004,K00573.02,Kepler-188 b ,1.002,1.093,103.358,0.1696,2.061907358,1.66190654925,0.182226113726,1476.17480709,0.0,0.0,0.0
275,K00573, 8344004,K00573.01,Kepler-188 c ,1.002,1.093,103.358,0.6064,5.996534997,3.06500063714,0.418569472159,1034.1385053,2.3634535932,2.90824656779,29.8970191616
276,K00574, 8355239,K00574.01,Kepler-189 c ,0.803,0.782,113.804,0.7094,20.13488968,2.90222832355,0.336507405144,535.748972598,2.14068267392,1.93606533948,18.3145724024
277,K00574, 8355239,K00574.02,Kepler-189 b ,0.803,0.782,113.804,0.0517,10.39990194,1.37913702428,0.123172271135,668.091888093,0.0,0.0,0.0
278,K00579, 8616637,K00579.01,Kepler-190 b ,0.847,0.807,84.544,0.1846,2.020001021,1.46352620334,0.121412509763,1182.63557689,0.0,0.0,0.0
279,K00579, 8616637,K00579.02,Kepler-190 c ,0.847,0.807,84.544,0.001,3.763042361,1.5015768475,0.128715359733,961.768586758,1.48255152542,1.86289131633,19.2242653774
280,K00582, 9020160,K00582.02,Kepler-191 c ,0.875,0.819,123.982,0.7462,17.73852054,2.19318772624,0.280960789806,580.937792662,1.79313100073,1.78461711967,17.4519755002
281,K00582, 9020160,K00582.01,Kepler-191 d ,0.875,0.819,123.982,0.0501,5.945041017,2.35062021736,0.194542882064,835.904486593,0.0,0.0,0.0
282,K00582, 9020160,K00582.03,Kepler-191 b ,0.875,0.819,123.982,0.166,9.93967857,1.39307427521,0.127403244639,704.392114578,1.87184724628,1.67192766906,15.3513098506
283,K00584, 9146018,K00584.01,Kepler-192 b ,0.99,1.089,69.045,0.265,9.92672514,2.94792597199,0.312596372566,846.896412618,2.06628645387,1.53420433103,13.4159886196
284,K00584, 9146018,K00584.02,Kepler-192 c ,0.99,1.089,69.045,0.8364,21.22347296,3.03658417045,0.364015290171,657.701246414,2.99225507122,2.13801356043,20.0924820942
285,K00584, 9146018,K00584.03,Kepler-192 d ,0.99,1.089,69.045,0.1448,6.47027579,1.18464693575,0.134258240393,976.162043439,0.0,0.0,0.0
286,K00590, 9782691,K00590.02,Kepler-193 c ,1.067,1.084,101.719,0.1254,50.6984448,2.72610361245,0.248770613987,524.684611031,2.5286016244,4.45176197631,40.2513821487
287,K00590, 9782691,K00590.01,Kepler-193 b ,1.067,1.084,101.719,0.0759,11.38839971,2.33109963635,0.215198328763,862.498386333,0.0,0.0,0.0
288,K00597,10600261,K00597.01,Kepler-194 c ,0.967,1.11,107.538,0.2102,17.30797625,2.86802400151,0.356487049945,737.333852318,2.24881284475,8.27234358276,53.3130031915
289,K00597,10600261,K00597.03,Kepler-194 d ,0.967,1.11,107.538,0.1272,52.8147284,2.66046871766,0.334329910612,508.826140275,2.76424635958,3.05146757987,29.2865894033
290,K00597,10600261,K00597.02,Kepler-194 b ,0.967,1.11,107.538,0.234,2.092269993,1.62960168799,0.207272554113,1489.82319137,0.0,0.0,0.0
291,K00598,10656823,K00598.01,Kepler-195 b ,0.867,0.821,121.045,0.0135,8.30784498,2.30693949595,0.191173350752,755.268744332,0.0,0.0,0.0
292,K00598,10656823,K00598.02,Kepler-195 c ,0.867,0.821,121.045,0.447,34.0962295,1.81887258995,0.162619706392,471.802623465,2.06290604295,4.10410035118,38.130214006
293,K00600,10718726,K00600.02,             ,0.979,1.15,113.913,0.0617,294.055263,3.19157509333,0.421580747538,293.17360219,2.95041302694,81.7781148492,72.8554997248
294,K00600,10718726,K00600.01,Kepler-618 b ,0.979,1.15,113.913,0.8591,3.595769645,2.70925096054,0.385856962537,1272.17477096,0.0,0.0,0.0
295,K00601,10973664,K00601.03,Kepler-619 c ,1.036,0.979,127.687,0.0115,1.208465026,1.52434569128,0.126767330742,1693.7644922,0.0,0.0,0.0
296,K00601,10973664,K00601.01,Kepler-619 b ,1.036,0.979,127.687,0.1609,5.404272197,2.72902037444,0.222687384041,1027.37925642,2.12668303286,4.47201373704,42.2257586642
297,K00612, 6587002,K00612.02,Kepler-196 c ,0.836,0.816,61.827,0.0725,47.42766,2.3245918725,0.193783829917,417.038522073,2.16203350184,2.28678146393,22.7875266741
298,K00612, 6587002,K00612.01,Kepler-196 b ,0.836,0.816,61.827,0.005,20.73991798,1.99947513118,0.168285128733,549.255179084,0.0,0.0,0.0
299,K00620,11773022,K00620.02,Kepler-51 d  ,0.988,0.916,153.606,0.0942,130.17746603,0.1117737346,0.810008213263,338.339202924,8.77285974252,2.88288338017,13.0455523885
300,K00620,11773022,K00620.01,Kepler-51 b  ,0.988,0.916,153.606,0.0426,45.15530074,7.43394575044,0.589438608304,481.470152908,0.0,0.0,0.0
301,K00623,12068975,K00623.03,Kepler-197 b ,0.892,1.071,24.175,0.0084,5.59931973,1.02540382237,0.111570384391,1113.78392558,0.0,0.0,0.0
302,K00623,12068975,K00623.01,Kepler-197 c ,0.892,1.071,24.175,0.1681,10.34971385,1.20068521971,0.132161957168,905.844173933,1.11304452104,1.8483877237,26.3605860736
303,K00623,12068975,K00623.04,Kepler-197 e ,0.892,1.071,24.175,0.6507,25.2099845,0.849449107622,0.138048551811,674.600978835,0.973148839061,1.60802973798,23.7407187202
304,K00623,12068975,K00623.02,Kepler-197 d ,0.892,1.071,24.175,0.0271,15.67756112,1.0968485705,0.120248168638,789.810918039,1.14876689511,1.51478208453,17.4207889626
305,K00624, 3541946,K00624.01,Kepler-198 b ,1.004,0.946,83.221,0.0242,17.79002419,2.89622820253,0.237748114422,666.838685798,2.21219691014,13.5610776577,62.6812746612
306,K00624, 3541946,K00624.03,Kepler-198 d ,1.004,0.946,83.221,0.1231,1.31184443,1.52816561775,0.124982727306,1590.71485633,0.0,0.0,0.0
307,K00624, 3541946,K00624.02,Kepler-198 c ,1.004,0.946,83.221,0.6662,49.5675359,2.68961592225,0.293460572258,474.018956074,2.79292206239,2.78625455315,27.3125408529
308,K00626, 4478168,K00626.02,             ,1.031,1.18,49.766,0.2914,8.02918943,0.997200962462,0.124765667851,1032.02503333,0.0,0.0,0.0
309,K00626, 4478168,K00626.01,Kepler-624 b ,1.031,1.18,49.766,0.4381,14.58649607,2.3800072664,0.262771525067,846.260274276,1.68860411443,1.81668351422,20.6573340301
310,K00627, 4563268,K00627.01,Kepler-625 b ,1.185,1.42,57.45,0.2729,7.75192492,2.86335675956,0.423319741631,1113.16297621,2.21506410065,1.86104332607,19.2957132386
311,K00627, 4563268,K00627.02,Kepler-625 c ,1.185,1.42,57.45,0.0903,4.1653651,1.56677144174,0.235196760516,1371.09962401,0.0,0.0,0.0
312,K00638, 5113822,K00638.02,Kepler-199 c ,0.981,0.97,78.717,0.0388,67.0932997,3.48951564999,0.279015576064,438.577099307,3.40449154118,2.83786303592,25.9046097218
313,K00638, 5113822,K00638.01,Kepler-199 b ,0.981,0.97,78.717,0.1054,23.64219092,3.31946743237,0.265142940691,620.629945348,0.0,0.0,0.0
314,K00647, 5531694,K00647.01,Kepler-634 b ,0.955,1.106,41.886,0.2322,5.16950177,1.63577850979,0.172742644072,1179.98757467,0.0,0.0,0.0
315,K00647, 5531694,K00647.02,             ,0.955,1.106,41.886,0.4806,8.1134713,0.753419908484,0.0922751957002,1016.27758918,1.19459920914,1.56948805919,17.6018742289
316,K00649, 5613330,K00649.01,Kepler-635 b ,1.377,1.77,46.813,0.0237,23.44971004,3.12671369483,0.50955776112,871.847815706,2.1092680454,2.29687955993,28.6554586332
317,K00649, 5613330,K00649.02,             ,1.377,1.77,46.813,0.1894,10.2093773,1.09182239598,0.195070670371,1150.26178903,0.0,0.0,0.0
318,K00655, 5966154,K00655.01,Kepler-201 b ,1.158,1.39,34.255,0.7959,25.67212848,3.05176939584,0.430094759941,756.105779088,0.0,0.0,0.0
319,K00655, 5966154,K00655.02,Kepler-201 c ,1.158,1.39,34.255,0.134,151.8861943,2.59295313163,0.340647008446,418.538412156,2.82236126373,5.91638493934,46.1973497222
320,K00657, 6020753,K00657.02,Kepler-202 c ,0.71,0.692,78.274,0.322,16.28248353,1.95952267234,0.16536808944,521.17301614,1.89799800137,4.00117213661,36.0344478481
321,K00657, 6020753,K00657.01,Kepler-202 b ,0.71,0.692,78.274,0.7897,4.069428401,1.83647333041,0.183937486957,828.985604153,0.0,0.0,0.0
322,K00658, 6062088,K00658.02,Kepler-203 c ,1.056,1.087,79.962,0.1019,5.370645868,2.47483477652,0.240936802228,1093.88802842,2.56659865014,1.69812525594,15.1484132583
323,K00658, 6062088,K00658.03,Kepler-203 d ,1.056,1.087,79.962,0.5332,11.32975018,1.46751721032,0.229760119359,853.032445905,1.97117599342,2.10956939975,22.6728901801
324,K00658, 6062088,K00658.01,Kepler-203 b ,1.056,1.087,79.962,0.6944,3.162691238,2.65836252376,0.268245282171,1305.06963719,0.0,0.0,0.0
325,K00661, 6347299,K00661.01,Kepler-204 b ,1.049,1.066,74.346,0.733,14.40094471,2.2820971541,0.242544688831,780.232157955,0.0,0.0,0.0
326,K00661, 6347299,K00661.02,Kepler-204 c ,1.049,1.066,74.346,0.2934,25.661658,1.39555586318,0.140011068243,643.02683587,1.83882650864,1.78194267923,18.3464152651
327,K00664, 6442340,K00664.01,Kepler-206 c ,0.978,1.15,42.741,0.2236,13.13745719,1.70204382302,0.205136903866,818.311632128,1.45072512686,1.6881832082,18.4102100538
328,K00664, 6442340,K00664.03,Kepler-206 d ,0.978,1.15,42.741,0.2256,23.4432353,1.02797970318,0.134385206304,674.469455036,1.3650117631,1.78445759792,21.3500869788
329,K00664, 6442340,K00664.02,Kepler-206 b ,0.978,1.15,42.741,0.3535,7.78200916,1.1994064307,0.14757465184,975.232679712,0.0,0.0,0.0
330,K00665, 6685609,K00665.03,Kepler-207 c ,1.297,1.69,49.729,0.2451,3.071545396,1.61847690304,0.263269255965,1611.85678426,1.63924543486,1.90555855263,22.6096878465
331,K00665, 6685609,K00665.02,Kepler-207 b ,1.297,1.69,49.729,0.1519,1.611887177,1.66001396668,0.269497980837,2001.02757386,0.0,0.0,0.0
332,K00665, 6685609,K00665.01,Kepler-207 d ,1.297,1.69,49.729,0.0587,5.868068017,3.52373095677,0.564069493536,1298.05753745,2.57110392991,1.91046110686,19.7448259657
333,K00671, 7040629,K00671.03,Kepler-208 e ,1.122,1.33,47.502,0.0026,16.25945734,1.52091205534,0.202158878795,851.696174687,1.40671191614,1.46063777616,13.8899858196
334,K00671, 7040629,K00671.01,Kepler-208 b ,1.122,1.33,47.502,0.1427,4.22864988,1.67893438887,0.215772532468,1335.14605873,0.0,0.0,0.0
335,K00671, 7040629,K00671.02,Kepler-208 c ,1.122,1.33,47.502,0.4782,7.46662197,1.49184807189,0.194574924535,1102.71141259,1.58539123038,1.76572243668,18.7996637101
336,K00671, 7040629,K00671.04,Kepler-208 d ,1.122,1.33,47.502,0.1629,11.1317519,1.29251177694,0.170014319141,966.99552495,1.39217992441,1.49086855404,14.2335295594
337,K00672, 7115785,K00672.02,Kepler-209 c ,0.959,0.961,72.204,0.2437,41.74949827,3.13832240576,0.253636720972,499.054842574,2.77000257853,2.59509256455,25.2525254013
338,K00672, 7115785,K00672.01,Kepler-209 b ,0.959,0.961,72.204,0.1238,16.08786478,2.40168275131,0.197494048305,686.173501408,0.0,0.0,0.0
339,K00678, 7509886,K00678.01,Kepler-211 c ,0.878,0.837,66.128,0.1749,6.04045294,1.35548766577,0.116561203396,840.226016123,1.34696728804,1.45956246789,13.0623585551
340,K00678, 7509886,K00678.02,Kepler-211 b ,0.878,0.837,66.128,0.0246,4.138536769,1.3384469103,0.112792733009,953.70624923,0.0,0.0,0.0
341,K00691, 8480285,K00691.01,             ,0.942,1.25,52.209,0.0046,29.66629667,3.21686862037,0.439489412218,680.750034115,2.28995007447,1.82837883862,17.3821530124
342,K00691, 8480285,K00691.02,Kepler-647 b ,0.942,1.25,52.209,0.2015,16.2254649,1.36303152856,0.195588420583,830.844686265,0.0,0.0,0.0
343,K00692, 8557374,K00692.02,Kepler-213 c ,0.989,1.18,49.411,0.1562,4.82297735,2.20287297273,0.26354397443,1148.41292613,1.89788010201,1.95869501768,20.5686251738
344,K00692, 8557374,K00692.01,Kepler-213 b ,0.989,1.18,49.411,0.0293,2.462342175,1.59288723129,0.189970315342,1437.82701603,0.0,0.0,0.0
345,K00700, 8962094,K00700.03,Kepler-215 c ,0.816,0.815,44.275,0.5447,14.6671927,1.23683642767,0.188941668063,679.151840521,1.32915980348,1.56690067713,15.2494384817
346,K00700, 8962094,K00700.01,Kepler-215 d ,0.816,0.815,44.275,0.506,30.86437869,1.97616614315,0.240843623774,530.136293497,1.60650128541,2.104313983,23.3646088103
347,K00700, 8962094,K00700.04,Kepler-215 e ,0.816,0.815,44.275,0.4507,68.1613598,1.41180696147,0.122072730864,407.032011103,1.69398655231,2.2084150951,23.3882476212
348,K00700, 8962094,K00700.02,Kepler-215 b ,0.816,0.815,44.275,0.8073,9.36063971,1.42148317928,0.134477540321,788.206991452,0.0,0.0,0.0
349,K00701, 9002278,K00701.03,Kepler-62 e  ,0.695,0.676,57.524,0.1675,122.3863812,1.79350731765,0.149678515964,269.520373272,1.91120497532,6.73782484744,46.4755710606
350,K00701, 9002278,K00701.05,Kepler-62 c  ,0.695,0.676,57.524,0.043,12.4416871,0.607392671313,0.0607349706287,577.258164752,0.992370404417,2.17706474474,29.4555267789
351,K00701, 9002278,K00701.02,Kepler-62 b  ,0.695,0.676,57.524,0.1339,5.714890717,1.37734813752,0.113666493091,747.774660119,0.0,0.0,0.0
352,K00701, 9002278,K00701.01,Kepler-62 d  ,0.695,0.676,57.524,0.0036,18.16407876,2.02890263299,0.165647988423,508.879462796,1.31814765215,1.45993695341,12.6756369124
353,K00701, 9002278,K00701.04,Kepler-62 f  ,0.695,0.676,57.524,0.258,267.283301,1.47225480259,0.133410656197,207.787799562,1.63288106012,2.18393009401,21.7506328671
354,K00707, 9458613,K00707.01,Kepler-33 d  ,1.187,1.62,59.191,0.0589,21.77568751,4.56790718738,0.628627603426,831.025042121,3.5680670623,1.65273251411,12.5596460379
355,K00707, 9458613,K00707.04,Kepler-33 c  ,1.187,1.62,59.191,0.0943,13.17556672,2.56822693722,0.357160400908,981.972750675,2.02343664297,2.32448975155,26.2180786238
356,K00707, 9458613,K00707.03,Kepler-33 e  ,1.187,1.62,59.191,0.0639,31.78476785,3.50054608743,0.485723245153,731.455647923,4.03422663741,1.45964474533,9.21622097132
357,K00707, 9458613,K00707.02,Kepler-33 f  ,1.187,1.62,59.191,0.1676,41.0280637,3.9694329178,0.541109338012,672.719284723,3.73498950261,1.29080897786,6.82480795224
358,K00707, 9458613,K00707.05,Kepler-33 b  ,1.187,1.62,59.191,0.1244,5.66815436,1.47864634872,0.211393578079,1300.91244846,0.0,0.0,0.0
359,K00708, 9530945,K00708.01,Kepler-216 c ,1.13,1.38,67.077,0.0866,17.40665938,3.34698562035,0.515491779855,856.567298055,2.94611674691,2.26247373542,22.6142740963
360,K00708, 9530945,K00708.02,Kepler-216 b ,1.13,1.38,67.077,0.6896,7.69364042,2.54524787346,0.455580960836,1125.3604171,0.0,0.0,0.0
361,K00710, 9590976,K00710.01,Kepler-217 b ,1.287,1.5,41.6,0.0376,5.37493491,1.87821871228,0.232279746328,1383.96300828,1.53190796124,1.38283503009,12.3675733648
362,K00710, 9590976,K00710.03,Kepler-217 d ,1.287,1.5,41.6,0.4702,3.88689525,1.18559721021,0.147998917447,1542.79042145,0.0,0.0,0.0
363,K00710, 9590976,K00710.02,Kepler-217 c ,1.287,1.5,41.6,0.1129,8.58598202,1.53934981016,0.195395445413,1183.0685463,1.70878426122,1.597411348,16.2938399841
364,K00711, 9597345,K00711.01,Kepler-218 c ,1.043,1.19,57.049,0.1712,44.699504,3.36229177376,0.378730679246,538.159027924,2.65350115927,12.3502758512,58.5802452345
365,K00711, 9597345,K00711.02,Kepler-218 b ,1.043,1.19,57.049,0.7921,3.619312195,1.94471054479,0.244051342238,1244.44336591,0.0,0.0,0.0
366,K00711, 9597345,K00711.03,Kepler-218 d ,1.043,1.19,57.049,0.0978,124.5244647,3.15018055695,0.357654342497,382.747830484,3.25623616536,2.78581311998,26.3903885452
367,K00717, 9873254,K00717.02,Kepler-653 c ,1.048,1.28,46.783,0.3183,0.900376476,0.812684741668,0.110189881627,2056.96874821,0.0,0.0,0.0
368,K00717, 9873254,K00717.01,Kepler-653 b ,1.048,1.28,46.783,0.0167,14.70748976,2.04794141565,0.257535396095,810.004208726,1.43031307866,16.3348223238,82.8903285681
369,K00718, 9884104,K00718.01,Kepler-219 b ,1.17,1.29,64.272,0.1934,4.585466823,2.56871869521,0.334284042592,1234.87596771,0.0,0.0,0.0
370,K00718, 9884104,K00718.02,Kepler-219 c ,1.17,1.29,64.272,0.4545,22.71444582,3.09594450661,0.435060512334,722.75388992,2.83233160091,4.95357325585,42.4919717844
371,K00718, 9884104,K00718.03,Kepler-219 d ,1.17,1.29,64.272,0.1875,47.9035211,2.4780378313,0.330350751953,563.675655257,2.78699116895,2.10894518315,21.3324983303
372,K00719, 9950612,K00719.04,Kepler-220 b ,0.737,0.714,41.226,0.0728,4.159817122,0.868035398939,0.0757084292661,812.426646136,0.0,0.0,0.0
373,K00719, 9950612,K00719.02,Kepler-220 d ,0.737,0.714,41.226,0.6452,28.1224655,1.06694969266,0.14366955232,429.369416448,1.38273810647,3.11289097037,36.4657310238
374,K00719, 9950612,K00719.03,Kepler-220 e ,0.737,0.714,41.226,0.0407,45.9027566,1.37571748034,0.116973780757,364.795169054,1.2213335865,1.63224510312,17.4813786067
375,K00719, 9950612,K00719.01,Kepler-220 c ,0.737,0.714,41.226,0.3391,9.034195469,1.69852652028,0.150289044355,627.723103505,1.28328095961,2.17177707674,26.6434001243
376,K00720, 9963524,K00720.04,Kepler-221 b ,0.877,0.823,87.74,0.1835,2.795894073,1.63591349349,0.134984895858,1091.97255973,0.0,0.0,0.0
377,K00720, 9963524,K00720.01,Kepler-221 c ,0.877,0.823,87.74,0.1293,5.690584519,3.00953924753,0.241901568577,861.513013354,2.32272637051,2.03533623607,19.5739616114
378,K00720, 9963524,K00720.02,Kepler-221 d ,0.877,0.823,87.74,0.1218,10.041568521,2.76250531743,0.225568528986,712.672352506,2.88602228248,1.76459351187,14.6999783219
379,K00720, 9963524,K00720.03,Kepler-221 e ,0.877,0.823,87.74,0.1018,18.3697231,2.66089581233,0.218662994665,582.599054359,2.71170056488,1.82936789821,15.9431507371
380,K00723,10002866,K00723.02,Kepler-222 d ,0.942,0.912,172.083,0.2908,28.08194365,4.05301060571,0.333536920611,531.612348513,3.74601298172,7.13283935588,41.0527690553
381,K00723,10002866,K00723.01,Kepler-222 b ,0.942,0.912,172.083,0.4625,3.936993706,3.43901535774,0.381213412634,1022.86619141,0.0,0.0,0.0
382,K00732,10265898,K00732.01,Kepler-656 b ,0.902,0.942,155.605,0.7878,1.260259094,3.62723308973,0.335043730966,1512.82511672,0.0,0.0,0.0
383,K00732,10265898,K00732.03,             ,0.902,0.942,155.605,0.2259,5.25448795,1.28411847576,0.125584804094,939.958213144,1.21981318618,1.5945162178,18.2111701021
384,K00732,10265898,K00732.02,             ,0.902,0.942,155.605,0.0893,3.29534933,1.15550789659,0.121922847707,1097.81966872,2.39137049316,2.61481892548,27.1764489212
385,K00733,10271806,K00733.04,Kepler-224 e ,0.799,0.773,231.323,0.0168,18.643516,2.21805448615,0.201789164909,547.533337548,2.51934248808,1.6426964375,13.0353600043
386,K00733,10271806,K00733.01,Kepler-224 c ,0.799,0.773,231.323,0.8359,5.924991308,3.67586630282,0.375198395591,802.286184219,2.66750335651,1.89118506035,16.3833214969
387,K00733,10271806,K00733.02,Kepler-224 d ,0.799,0.773,231.323,0.1022,11.34933733,2.82063049001,0.234932723985,645.231736793,3.24824839641,1.91550278136,15.6773902117
388,K00733,10271806,K00733.03,Kepler-224 b ,0.799,0.773,231.323,0.0846,3.132951625,1.65914041021,0.143960548347,991.687187807,0.0,0.0,0.0
389,K00749,10601284,K00749.02,Kepler-226 b ,0.888,0.902,155.91,0.0086,3.94104632,1.77554851173,0.152369616903,1035.63653059,0.0,0.0,0.0
390,K00749,10601284,K00749.01,Kepler-226 c ,0.888,0.902,155.91,0.8201,5.34955671,3.01085418866,0.318072276617,934.56797995,2.39320135019,1.35739503564,8.52036470675
391,K00749,10601284,K00749.03,Kepler-226 d ,0.888,0.902,155.91,0.3038,8.10904671,1.33116407456,0.127785735097,813.558550719,2.17100913161,1.51583526441,12.0855917423
392,K00752,10797460,K00752.02,Kepler-227 c ,0.939,0.974,167.875,0.0375,54.418464,2.90932522666,0.264579747449,459.638903159,2.89790174993,5.73548519832,42.1306424905
393,K00752,10797460,K00752.01,Kepler-227 b ,0.939,0.974,167.875,0.873,9.48803146,2.88647827319,0.330969647407,821.750159346,0.0,0.0,0.0
394,K00756,10872983,K00756.02,Kepler-228 c ,0.997,1.2,186.318,0.7964,4.13443005,3.71596117515,0.513422674259,1218.30461593,2.82283241331,1.61086444193,13.006035359
395,K00756,10872983,K00756.01,Kepler-228 d ,0.997,1.2,186.318,0.2619,11.09431923,4.95878679168,0.595507718905,876.322958074,4.33737398342,2.68339749272,21.1621174239
396,K00756,10872983,K00756.03,Kepler-228 b ,0.997,1.2,186.318,0.2281,2.56659092,1.92970365147,0.246055631363,1431.78816991,0.0,0.0,0.0
397,K00757,10910878,K00757.01,Kepler-229 c ,0.82,0.778,206.581,0.0419,16.06862959,5.53179613714,0.447882368826,569.825364452,4.02778907254,2.5697616814,18.7021150747
398,K00757,10910878,K00757.02,Kepler-229 d ,0.82,0.778,206.581,0.0216,41.1970874,3.79211892782,0.315872268675,416.110033324,4.66195753248,2.56382083919,18.0457803246
399,K00757,10910878,K00757.03,Kepler-229 b ,0.82,0.778,206.581,0.1782,6.252964898,2.52378200794,0.207697666065,780.354061522,0.0,0.0,0.0
400,K00800, 3342970,K00800.02,Kepler-234 c ,1.13,1.31,203.292,0.0074,7.21204152,4.32375849773,0.596393183478,1080.81793107,4.38624450697,2.659795191,21.5281338264
401,K00800, 3342970,K00800.01,Kepler-234 b ,1.13,1.31,203.292,0.7837,2.711502579,4.4487305162,0.634097187616,1497.95285864,0.0,0.0,0.0
402,K00806, 3832474,K00806.01,Kepler-30 d  ,0.948,0.884,261.46,0.3889,143.2063518,9.54434947001,0.76518729223,312.270529133,1.3289969329,2.3739183119,9.41559452468
403,K00806, 3832474,K00806.03,Kepler-30 b  ,0.948,0.884,261.46,0.3619,29.1598615,1.94206380466,0.19172817309,530.682214207,0.0,0.0,0.0
404,K00806, 3832474,K00806.02,Kepler-30 c  ,0.948,0.884,261.46,0.2149,60.32488611,3.1136443957,0.04444454567,416.145315053,7.52785410018,2.06876449362,9.88738435449
405,K00825, 5252423,K00825.02,Kepler-237 b ,0.812,0.794,190.403,0.0687,4.71510365,1.62808485862,0.148042323163,848.892707281,0.0,0.0,0.0
406,K00825, 5252423,K00825.01,Kepler-237 c ,0.812,0.794,190.403,0.3127,8.10361363,2.46617378364,0.208697521481,708.774347291,2.04712932113,1.71865015735,15.2324629451
407,K00834, 5436502,K00834.03,Kepler-238 c ,1.254,1.65,107.708,0.8067,6.15555756,3.2038631529,0.528827246385,1233.26545724,2.50232259015,2.9440938803,31.9918298275
408,K00834, 5436502,K00834.02,Kepler-238 d ,1.254,1.65,107.708,0.0377,13.23356008,3.68761870724,0.56874674131,956.217008774,3.44574093007,2.14985563062,20.9399803445
409,K00834, 5436502,K00834.05,Kepler-238 f ,1.254,1.65,107.708,0.7704,50.4473156,3.64360545159,0.688097025515,611.546979582,6.73969518446,2.13274646295,11.167826302
410,K00834, 5436502,K00834.04,Kepler-238 b ,1.254,1.65,107.708,0.2163,2.09081565,1.80078202739,0.285068047278,1769.66000086,0.0,0.0,0.0
411,K00834, 5436502,K00834.01,Kepler-238 e ,1.254,1.65,107.708,0.0152,23.65368621,9.83578491734,0.50278496202,789.142519606,6.76170181229,1.78740158106,8.62245811344
412,K00835, 5456651,K00835.01,Kepler-239 b ,0.816,0.789,136.499,0.0197,11.76305946,2.53460851296,0.215726929035,629.151043539,0.0,0.0,0.0
413,K00835, 5456651,K00835.02,Kepler-239 c ,0.816,0.789,136.499,0.1221,56.2279697,2.34409025616,0.210692734109,373.009519968,2.43934938456,4.78004637239,38.728057527
414,K00837, 5531576,K00837.01,Kepler-240 c ,0.84,0.846,191.091,0.0177,7.95355717,2.54093034398,0.218210381271,735.419956556,2.12006155005,1.91905491316,18.2418821253
415,K00837, 5531576,K00837.02,Kepler-240 b ,0.84,0.846,191.091,0.272,4.14451776,1.69919275613,0.15131961613,913.54603806,0.0,0.0,0.0
416,K00841, 5792202,K00841.04,             ,0.89,0.838,264.106,0.4067,269.294246,3.15727918607,0.288690099977,239.629097726,5.09169167977,8.59527273862,33.923652619
417,K00841, 5792202,K00841.01,Kepler-27 b  ,0.89,0.838,264.106,0.1318,15.33525912,4.80130594432,0.396924792135,623.350630001,3.76905526473,2.34259833268,18.5136173061
418,K00841, 5792202,K00841.03,             ,0.89,0.838,264.106,0.8525,6.54626058,2.73680458514,0.34030862435,827.210215693,0.0,0.0,0.0
419,K00841, 5792202,K00841.02,Kepler-27 c  ,0.89,0.838,264.106,0.7923,31.33050622,7.02610417348,0.569048748724,491.184156815,5.9137050589,2.04303728909,12.1009131985
420,K00857, 6587280,K00857.01,Kepler-243 b ,0.878,0.864,141.329,0.0384,5.71542485,2.64124630411,0.218997163679,861.834722762,0.0,0.0,0.0
421,K00857, 6587280,K00857.02,Kepler-243 c ,0.878,0.864,141.329,0.1414,20.026231,1.83738156601,0.214016289887,567.514129573,2.23931393506,3.50389192852,33.6373125439
