,KOIS,host_star,KOIP,Kepname,star_mass,star_radius,CDPP_6h,b,planet_period,planet_radius,e_Rp,T,RpAvg,Prat,Delta
743,K02168,11308499,K02168.01,Kepler-366 b ,1.036,1.153,102.57,0.3287,3.28192091,1.65507975193,0.183633873167,1344.83417009,0.0,0.0,0.0
744,K02169, 9006186,K02169.03,             ,0.926,0.902,34.513,0.538,4.27225316,0.66760110089,0.0588375360709,1009.24991466,0.669277892915,1.30785447213,21.7643386314
745,K02169, 9006186,K02169.04,             ,0.926,0.902,34.513,0.1062,2.19250988,0.403817070167,0.0437296066,1259.62455334,0.0,0.0,0.0
746,K02169, 9006186,K02169.02,             ,0.926,0.902,34.513,0.2338,3.266612036,0.670954684941,0.0607387559975,1103.68143108,0.537385877554,1.48989615317,38.3215864615
747,K02169, 9006186,K02169.01,Kepler-1130 b,0.926,0.902,34.513,0.4829,5.45298175,0.883749655485,0.125828219624,930.818579179,0.775675378187,1.27637140071,16.1749907594
748,K02173,11774991,K02173.01,Kepler-367 b ,0.797,0.756,57.206,0.2145,37.8156219,1.21196164745,0.105709770893,411.796939246,0.0,0.0,0.0
749,K02173,11774991,K02173.02,Kepler-367 c ,0.797,0.756,57.206,0.822,53.5778376,1.4206487433,0.233772839765,366.864947785,1.31630519538,1.41681757189,11.8384724562
750,K02175, 9022166,K02175.01,Kepler-368 b ,1.084,1.86,48.435,0.2971,26.8476325,3.04372134891,0.443671737484,773.19779634,0.0,0.0,0.0
751,K02175, 9022166,K02175.02,Kepler-368 c ,1.084,1.86,48.435,0.053,72.381301,3.53147411908,0.518441945935,556.15819856,3.28759773399,2.69600312057,25.8479145005
752,K02183, 5706595,K02183.01,Kepler-370 c ,0.977,1.035,121.975,0.531,19.023152,2.25429319009,0.32489518654,681.33160835,1.89474097024,4.15397154786,41.065984916
753,K02183, 5706595,K02183.02,Kepler-370 b ,0.977,1.035,121.975,0.0119,4.57950946,1.5351887504,0.15873195231,1094.99951341,0.0,0.0,0.0
754,K02194, 3548044,K02194.02,Kepler-371 c ,0.918,1.2,61.155,0.1393,67.9687026,2.00309301314,0.298733393506,489.627173293,2.09996631486,1.95520287821,19.3548187718
755,K02194, 3548044,K02194.03,             ,0.918,1.2,61.155,0.2656,445.22912,1.86303068058,0.287176261097,261.665982998,1.93306184686,6.55050196589,50.2409135675
756,K02194, 3548044,K02194.01,Kepler-371 b ,0.918,1.2,61.155,0.4699,34.7629923,2.19683961658,0.326446698836,613.355164847,0.0,0.0,0.0
757,K02218,12058204,K02218.01,Kepler-373 b ,0.969,0.979,103.31,0.1376,5.53532955,1.6070891607,0.142136197911,992.683056819,0.0,0.0,0.0
758,K02218,12058204,K02218.02,Kepler-373 c ,0.969,0.979,103.31,0.4238,16.726052,1.33563644899,0.144027472898,686.634412917,1.47136280485,3.02169037072,36.1521815189
759,K02220, 6871071,K02220.04,             ,1.035,1.35,80.316,0.1298,7.66464553,1.54668239083,0.222503501624,1057.42062246,1.73265665597,1.52433607599,13.5980260996
760,K02220, 6871071,K02220.01,Kepler-374 c ,1.035,1.35,80.316,0.202,3.28280266,1.6413342131,0.22868392648,1404.93805526,1.60197886609,1.72976278687,18.0398234845
761,K02220, 6871071,K02220.03,Kepler-374 b ,1.035,1.35,80.316,0.0953,1.897834018,1.56262351908,0.22134697218,1684.98942769,0.0,0.0,0.0
762,K02220, 6871071,K02220.05,             ,1.035,1.35,80.316,0.3789,11.9294568,1.57505084306,0.231921561568,914.949390268,1.56086661694,1.55642641963,14.7258919719
763,K02220, 6871071,K02220.02,Kepler-374 d ,1.035,1.35,80.316,0.6126,5.02818614,1.9186309211,0.390388721101,1218.05233477,1.7799825671,1.53167480984,13.6049824405
764,K02250, 5942808,K02250.01,             ,0.818,0.781,188.891,0.0841,2.935359333,2.48899647444,0.211043087298,998.001303361,2.05286151194,4.68696569324,40.4659818585
765,K02250, 5942808,K02250.02,             ,0.818,0.781,188.891,0.057,0.626281378,1.61672654944,0.137818223838,1669.22083326,0.0,0.0,0.0
766,K02278, 3342794,K02278.01,Kepler-376 c ,1.038,1.39,58.94,0.0388,14.17220432,2.23244382872,0.394706355369,893.46835589,1.73412787922,2.88034657768,34.3648467754
767,K02278, 3342794,K02278.02,Kepler-376 b ,1.038,1.39,58.94,0.1627,4.92031217,1.23581192971,0.222004876801,1270.40167021,0.0,0.0,0.0
768,K02279, 3661886,K02279.02,Kepler-377 b ,1.072,1.25,67.25,0.3103,12.5094525,1.58705358756,0.202956243436,888.808540029,0.0,0.0,0.0
769,K02279, 3661886,K02279.01,Kepler-377 c ,1.072,1.25,67.25,0.0564,27.0141783,2.16040888125,0.263627980848,688.157824943,1.87373123441,2.15950124916,24.1555536975
770,K02287, 9718066,K02287.01,Kepler-378 b ,0.748,0.726,39.645,0.7902,16.09231474,0.950448695238,0.160232505185,524.590858683,0.0,0.0,0.0
771,K02287, 9718066,K02287.02,Kepler-378 c ,0.748,0.726,39.645,0.2755,28.9059687,0.717758524585,0.069762356359,430.908504682,0.834103609912,1.79625921858,32.8526591473
772,K02289, 3867615,K02289.02,Kepler-379 b ,1.13,1.23,53.963,0.1404,20.0984215,1.55866587148,0.194115946211,763.930562197,0.0,0.0,0.0
773,K02289, 3867615,K02289.01,Kepler-379 c ,1.13,1.23,53.963,0.3499,62.7845002,2.28544143054,0.285605812845,522.666308826,1.92205365101,3.12385229855,35.1903323854
774,K02333,11121752,K02333.01,Kepler-380 b ,1.027,1.17,60.631,0.1519,3.930871,1.14326417664,0.131900820006,1296.65127319,0.0,0.0,0.0
775,K02333,11121752,K02333.02,Kepler-380 c ,1.027,1.17,60.631,0.2127,7.63006848,1.32732278245,0.152959021072,1039.37917437,1.23529347954,1.94106305702,26.259952323
776,K02352, 8013439,K02352.01,Kepler-381 c ,1.158,1.38,15.894,0.0141,13.39152873,0.944842116063,0.117417214095,965.484595986,0.911063112245,1.62197651188,29.1454272819
777,K02352, 8013439,K02352.03,             ,1.158,1.38,15.894,0.2003,8.2563025,0.877284108428,0.11101934276,1134.23673486,0.87664762023,1.46673737304,24.3143929897
778,K02352, 8013439,K02352.02,Kepler-381 b ,1.158,1.38,15.894,0.4366,5.62902579,0.876011132031,0.107950677955,1289.0188467,0.0,0.0,0.0
779,K02357, 7449554,K02357.01,             ,0.964,1.25,179.071,0.8999,2.42087351,2.40426544165,0.390612506561,1488.70419809,0.0,0.0,0.0
780,K02357, 7449554,K02357.02,             ,0.964,1.25,179.071,0.1204,15.9042292,3.01981502372,0.42526520149,794.572112491,2.71204023268,6.56962420147,46.0289364949
781,K02365,11560897,K02365.02,Kepler-430 c ,1.157,1.43,54.134,0.2964,110.97378,1.70412415389,0.260511213996,453.691147789,2.03341123171,3.08532742436,34.5185265819
782,K02365,11560897,K02365.01,Kepler-430 b ,1.157,1.43,54.134,0.068,35.9682344,2.36269830953,0.351551277525,660.274936595,0.0,0.0,0.0
783,K02374, 9364290,K02374.02,Kepler-382 c ,1.003,1.13,108.064,0.0653,12.16281552,2.02279087104,0.248060850758,832.721616941,1.8915538378,2.31138771105,25.5332106688
784,K02374, 9364290,K02374.01,Kepler-382 b ,1.003,1.13,108.064,0.7641,5.26212693,1.76031680456,0.300631939094,1102.22730401,0.0,0.0,0.0
785,K02393, 4665571,K02393.02,             ,0.758,0.73,154.23,0.1698,0.766689534,1.14862072289,0.104199526717,1489.9793263,0.0,0.0,0.0
786,K02393, 4665571,K02393.01,             ,0.758,0.73,154.23,0.2918,4.602996,1.30649540771,0.1191729417,819.845291173,1.2275580653,6.00372875313,59.0345953807
787,K02414, 8611832,K02414.02,Kepler-384 c ,0.88,1.36,47.952,0.231,45.3485277,1.80406570723,0.304985544345,584.389289524,1.73549530905,2.00687395009,21.0210003726
788,K02414, 8611832,K02414.01,Kepler-384 b ,0.88,1.36,47.952,0.1444,22.5965999,1.66692491087,0.274270302925,735.458576394,0.0,0.0,0.0
789,K02422,11360805,K02422.01,Kepler-1232 b,0.847,0.815,136.966,0.4517,26.7839183,1.74630659568,0.155433510066,509.55303416,0.0,0.0,0.0
790,K02422,11360805,K02422.02,             ,0.847,0.815,136.966,0.1575,57.3885599,1.61530383755,0.165408221419,395.480190925,1.68080521662,2.14264990123,22.8464259054
791,K02433,11968463,K02433.04,             ,1.044,1.35,138.982,0.2534,27.9038807,2.37325400572,0.357406609157,700.679383452,2.14239982483,4.60209242257,42.8479435213
792,K02433,11968463,K02433.03,             ,1.044,1.35,138.982,0.2265,56.414742,2.87686412092,0.417114646633,553.588463672,2.62505906332,2.02175255143,19.8008670264
793,K02433,11968463,K02433.06,             ,1.044,1.35,138.982,0.0214,6.06330298,1.91154564394,0.281158477409,1161.95165035,0.0,0.0,0.0
794,K02433,11968463,K02433.07,             ,1.044,1.35,138.982,0.0924,86.432217,2.8584360702,0.432553158912,479.979512874,2.86765009556,1.53208565591,11.7828892783
795,K02442,11080405,K02442.01,Kepler-386 c ,0.827,0.796,165.862,0.2359,25.1934467,1.89758021393,0.168816478079,500.892521022,1.62022776328,2.04653649518,22.0413245357
796,K02442,11080405,K02442.02,Kepler-386 b ,0.827,0.796,165.862,0.2268,12.3102846,1.34287531263,0.134418324215,635.266356884,0.0,0.0,0.0
797,K02443, 9209624,K02443.02,Kepler-387 c ,0.887,1.062,54.852,0.4087,11.8377261,1.06685970098,0.127992990765,843.563071221,1.07322812963,1.74298290253,25.1773768932
798,K02443, 9209624,K02443.01,Kepler-387 b ,0.887,1.062,54.852,0.2608,6.79164786,1.07959655828,0.123380237193,1012.46181214,0.0,0.0,0.0
799,K02473, 8753896,K02473.01,Kepler-389 b ,0.797,0.765,236.742,0.2809,3.24416463,1.53456766768,0.139468140861,980.717523358,0.0,0.0,0.0
800,K02473, 8753896,K02473.03,Kepler-389 c ,0.797,0.765,236.742,0.1337,14.5123099,1.41122793407,0.14741387787,594.982345653,1.47289780087,4.47335803054,43.3504764659
801,K02498, 5959719,K02498.02,Kepler-390 c ,0.794,0.796,56.37,0.4021,13.0600422,0.83178162428,0.0833893081977,636.546619836,0.818018514345,1.93823460218,39.7354642327
802,K02498, 5959719,K02498.01,Kepler-390 b ,0.794,0.796,56.37,0.0689,6.73811219,0.804255404411,0.0759802461126,793.658819907,0.0,0.0,0.0
803,K02521, 7183745,K02521.02,             ,0.743,0.715,190.216,0.2366,4.86635506,1.46102707727,0.137426883825,822.274605716,0.0,0.0,0.0
804,K02521, 7183745,K02521.01,Kepler-1266 b,0.743,0.715,190.216,0.87,28.474748,2.45389509574,0.286035007715,456.729844168,1.9574610865,5.85135027118,43.9210372559
805,K02529, 8463346,K02529.02,Kepler-436 b ,0.739,0.703,384.892,0.756,64.001151,2.60346489851,0.500613490893,329.24173444,2.47271961505,3.81024125541,32.6042982515
806,K02529, 8463346,K02529.01,Kepler-436 c ,0.739,0.703,384.892,0.0491,16.79713874,2.3419743316,0.212067058744,514.282420435,0.0,0.0,0.0
807,K02533,11074835,K02533.01,Kepler-1270 b,1.284,3.36,61.259,0.8424,6.03356196,3.46110278132,0.587148257034,1523.47674309,0.0,0.0,0.0
808,K02533,11074835,K02533.03,             ,1.284,3.36,61.259,0.1382,26.1152887,2.75477077867,0.452316470824,937.439652163,3.10793677999,4.32833687184,39.5178429018
809,K02534, 1996180,K02534.01,Kepler-1271 b,1.125,1.2,85.319,0.1746,3.0255955,1.39038344808,0.16467328096,1427.25818678,0.0,0.0,0.0
810,K02534, 1996180,K02534.02,             ,1.125,1.2,85.319,0.0499,5.42200756,1.17986677545,0.150778207477,1175.76774455,1.28512511176,1.79204641202,22.760089923
811,K02541,12306058,K02541.01,Kepler-391 b ,1.251,2.82,53.302,0.6017,7.41680902,2.42533024249,0.50164186614,1332.77333609,0.0,0.0,0.0
812,K02541,12306058,K02541.02,Kepler-391 c ,1.251,2.82,53.302,0.1999,20.4854403,2.61883318449,0.437804348272,949.380649383,2.52208171349,2.76202882463,30.1130698362
813,K02563, 5175024,K02563.02,             ,1.333,1.8,65.993,0.108,6.26139139,1.34163130373,0.220247944109,1350.88339416,0.0,0.0,0.0
814,K02563, 5175024,K02563.01,Kepler-1279 b,1.333,1.8,65.993,0.6177,23.4774101,2.31055403942,0.453121541509,870.12695342,1.82609267158,3.74955159927,43.9224781521
815,K02585, 7673841,K02585.03,             ,0.917,1.02,41.071,0.1861,7.87840906,0.767823093526,0.0835774773254,965.4025981,0.816864980481,1.47484433338,24.6454948359
816,K02585, 7673841,K02585.02,Kepler-392 c ,0.917,1.02,41.071,0.4669,10.42312041,0.950178328417,0.105083495625,879.232292258,0.859000710971,1.32299812445,16.6070990159
817,K02585, 7673841,K02585.01,Kepler-392 b ,0.917,1.02,41.071,0.307,5.34185804,0.865906867436,0.0902984692042,1100.39246274,0.0,0.0,0.0
818,K02595, 8883329,K02595.02,Kepler-393 c ,1.229,1.32,47.7,0.083,14.6134251,1.15390188526,0.141004956351,906.579225932,1.19777112264,1.59144783621,20.5838709771
819,K02595, 8883329,K02595.01,Kepler-393 b ,1.229,1.32,47.7,0.4085,9.18247194,1.24164036002,0.147997070043,1056.60540125,0.0,0.0,0.0
820,K02597,12120307,K02597.01,Kepler-394 b ,0.92,0.937,116.959,0.0277,8.00505342,1.39798327501,0.130654371647,908.851189031,1.30986223808,1.42601667929,12.7639843785
821,K02597,12120307,K02597.03,             ,0.92,0.937,116.959,0.2618,5.61357629,1.22174120114,0.113382361899,1021.95271196,0.0,0.0,0.0
822,K02597,12120307,K02597.02,Kepler-394 c ,0.92,0.937,116.959,0.1808,12.13065293,1.46937945346,0.13605449634,790.084677369,1.43368136424,1.51537438834,13.4847488505
823,K02612, 9602613,K02612.01,             ,1.007,1.2,21.48,0.7892,4.61226344,0.713518159784,0.160892552915,1148.00827904,0.0,0.0,0.0
824,K02612, 9602613,K02612.02,             ,1.007,1.2,21.48,0.714,7.57306383,0.698538812133,0.178533042712,973.305674244,0.706028485958,1.64194086667,38.5883011104
825,K02672,11253827,K02672.01,Kepler-396 c ,1.005,0.957,45.455,0.8056,88.5112563,5.47781514813,0.445791081707,390.838555989,4.31471102612,2.05875785648,15.3118295976
826,K02672,11253827,K02672.02,Kepler-396 b ,1.005,0.957,45.455,0.1302,42.99255302,3.1516069041,0.257746909275,497.101102558,0.0,0.0,0.0
827,K02674, 8022489,K02674.03,Kepler-1311 c,1.069,1.53,48.959,0.0753,2.53573424,1.29600676634,0.194977393931,1624.75107049,0.0,0.0,0.0
828,K02674, 8022489,K02674.02,Kepler-1311 b,1.069,1.53,48.959,0.0835,11.1726994,1.31012494799,0.200047316053,993.091073945,1.30306585717,4.40610030174,52.9823899806
829,K02675, 5794570,K02675.02,             ,1.027,0.962,58.501,0.0569,1.116128999,1.03257011881,0.0919810813031,1707.81833886,0.0,0.0,0.0
830,K02675, 5794570,K02675.01,Kepler-1312 b,1.027,0.962,58.501,0.1007,5.448325286,2.21508791414,0.181028439241,1006.10580374,1.62382901648,4.88144765603,51.4969794247
831,K02687, 7202957,K02687.02,             ,1.019,0.993,21.908,0.2789,8.16735028,1.0218580735,0.0852372563845,900.066172142,0.899395697951,4.75722238768,82.6427918299
832,K02687, 7202957,K02687.01,             ,1.019,0.993,21.908,0.0321,1.716831717,0.776933322402,0.0640581253394,1514.11356767,0.0,0.0,0.0
833,K02694, 9475552,K02694.02,             ,0.793,0.774,126.138,0.3312,6.56606842,1.55351522889,0.13610381649,735.959790397,1.48474166713,7.78542005218,55.4767275955
834,K02694, 9475552,K02694.01,Kepler-1315 b,0.793,0.774,126.138,0.159,0.84338011,1.41596810538,0.119933137303,1457.71895824,0.0,0.0,0.0
835,K02707, 5480640,K02707.03,Kepler-399 c ,0.913,0.908,109.093,0.6076,26.6757054,2.09641483099,0.191175586367,569.812030941,1.71887335131,1.84923623173,19.2739750574
836,K02707, 5480640,K02707.02,Kepler-399 b ,0.913,0.908,109.093,0.1351,14.42525565,1.34133187162,0.125202420862,699.284620312,0.0,0.0,0.0
837,K02707, 5480640,K02707.01,Kepler-399 d ,0.913,0.908,109.093,0.1462,58.0341086,2.60408476785,0.217690106429,439.714424379,2.35024979942,2.17554166721,21.531582365
838,K02714,12206313,K02714.01,Kepler-401 b ,1.172,1.65,47.306,0.2953,14.38338734,2.15428957008,0.329900010814,979.629365108,0.0,0.0,0.0
839,K02714,12206313,K02714.02,Kepler-401 c ,1.172,1.65,47.306,0.8628,47.3183002,2.95638826777,0.485488808039,659.124062425,2.55533891892,3.28978835663,33.9553628194
840,K02714,12206313,K02714.03,Kepler-401 d ,1.172,1.65,47.306,0.0687,184.256405,2.84538864983,0.439889052363,418.840840335,2.9008884588,3.8939776835,36.687678437
841,K02722, 7673192,K02722.03,Kepler-402 b ,1.1,1.143,53.697,0.5392,4.02875481,1.18931365899,0.115244612024,1275.10975643,0.0,0.0,0.0
842,K02722, 7673192,K02722.01,Kepler-402 c ,1.1,1.143,53.697,0.7397,6.12481814,1.49723663936,0.176760336053,1108.88566108,1.34327514917,1.52027572509,15.316024618
843,K02722, 7673192,K02722.02,Kepler-402 e ,1.1,1.143,53.697,0.7887,11.24283541,1.49131671926,0.160370439256,905.796078533,1.33775420199,1.26024364073,8.54557301012
844,K02722, 7673192,K02722.04,Kepler-402 d ,1.1,1.143,53.697,0.0852,8.9211602,1.18419168473,0.116451921546,977.585575374,1.34071416204,1.45655919834,13.7776572796
845,K02722, 7673192,K02722.05,             ,1.1,1.143,53.697,0.0619,16.5339099,1.13195072225,0.115597177166,796.43655811,1.31163372076,1.47061744632,14.3816919007
846,K02732, 9886361,K02732.02,Kepler-403 d ,1.244,1.69,34.617,0.0657,13.61159129,1.64975600081,0.250082665751,1008.25136511,1.65214393821,1.93581760318,22.7320361478
847,K02732, 9886361,K02732.03,Kepler-403 c ,1.244,1.69,34.617,0.5597,54.2812031,2.1469508225,0.436165727517,635.955084898,1.72914330791,2.21007684924,27.4202324685
848,K02732, 9886361,K02732.04,             ,1.244,1.69,34.617,0.5311,24.5607763,1.31133579333,0.200745734834,829.81508711,1.48054589707,1.80440154106,21.7681052335
849,K02732, 9886361,K02732.01,Kepler-403 b ,1.244,1.69,34.617,0.6069,7.03144308,1.6545318756,0.2977028077,1258.10206558,0.0,0.0,0.0
850,K02748, 9962455,K02748.02,Kepler-1336 c,0.962,1.69,60.263,0.3722,5.77721211,2.01980527864,0.300063303549,1263.64609075,0.0,0.0,0.0
851,K02748, 9962455,K02748.01,Kepler-1336 b,0.962,1.69,60.263,0.0022,23.198681,2.53655437201,0.360889970932,795.558305467,2.27817982533,4.01554946543,37.7565903681
852,K02838, 6607357,K02838.02,Kepler-1365 c,1.067,1.53,42.934,0.1407,4.77468005,1.08723819088,0.173422113756,1304.29142718,0.0,0.0,0.0
853,K02838, 6607357,K02838.01,Kepler-1365 b,1.067,1.53,42.934,0.3065,7.69993485,1.30705769182,0.207337773523,1113.08037504,1.19714794135,1.6126598577,20.0216119144
854,K02840, 6467363,K02840.02,             ,1.009,1.68,60.681,0.4508,7.446473,1.47153060484,0.234945061409,1174.52620656,1.51404868897,2.02385752502,22.7996457206
855,K02840, 6467363,K02840.01,             ,1.009,1.68,60.681,0.1582,3.67934645,1.5565667731,0.243801864111,1484.25314654,0.0,0.0,0.0
856,K02857, 6345732,K02857.01,Kepler-1370 b,1.279,1.54,58.68,0.0843,20.2641684,2.13656306802,0.329314655098,852.007336871,1.79490133879,2.72315839219,32.9452345333
857,K02857, 6345732,K02857.02,Kepler-1370 c,1.279,1.54,58.68,0.0517,7.44142113,1.45323960956,0.2286909486,1191.23254232,0.0,0.0,0.0
858,K02906, 6716545,K02906.02,             ,1.034,1.34,57.521,0.5437,145.888689,1.81513517035,0.282084362067,419.842492598,1.554410247,10.4885276411,68.0429086671
859,K02906, 6716545,K02906.01,Kepler-1383 b,1.034,1.34,57.521,0.1592,13.9093583,1.29368532366,0.179446218403,918.804561006,0.0,0.0,0.0
860,K02949, 6026737,K02949.01,             ,1.097,1.41,38.621,0.1504,10.1749173,1.08262727537,0.160446118748,1005.13938821,0.986700096598,2.71307901873,51.6499044905
861,K02949, 6026737,K02949.02,             ,1.097,1.41,38.621,0.3007,3.75032103,0.890772917826,0.13379793177,1403.39021046,0.0,0.0,0.0
