nMC	Rp	Porb	a	rp	ang_sep	ang_sep_max	inc	Omega	omega	theta	ecc	Finc	Abond	AgeomMIR	AgeomVIS	f	Tp	Mp	dist	Rs	Ts	Ms	stype	zodis	ra	dec	nstar	
1	5.02891	430.45935	0.50136	0.50136	0.19796	0.21012	0.36073	5.11406	0.67734	3.71725	0.00000	0.00418	0.41139	0.07692	0.25623	0.50402	61.99100	88.27970	2.38607	0.12000	3000.00000	0.09071	M	49.87197	150.94135	7.01466	4	
2	2.91079	87.25175	0.17300	0.17300	0.05548	0.07250	1.54993	5.39479	1.81157	3.77194	0.00000	0.03512	0.25424	0.09499	0.25339	0.70883	111.96313	8.83023	2.38607	0.12000	3000.00000	0.09071	M	101.10525	150.94135	7.01466	4	
2	1.88859	268.44036	0.36595	0.36595	0.09020	0.15337	1.54993	3.33683	1.38937	2.69455	0.00000	0.00785	0.16028	0.03638	0.01070	0.83410	79.29890	2.82183	2.38607	0.12000	3000.00000	0.09071	M	101.10525	150.94135	7.01466	4	
2	1.38805	192.98775	0.29368	0.29368	0.11656	0.12308	1.54993	5.12628	0.62885	2.83986	0.00000	0.01219	0.00944	0.08786	0.05224	0.49550	92.25207	4.18489	2.38607	0.12000	3000.00000	0.09071	M	101.10525	150.94135	7.01466	4	
2	2.51881	204.44203	0.30519	0.30519	0.05442	0.12791	1.54993	2.75523	4.70512	2.70986	0.00000	0.01128	0.05525	0.07956	0.24330	0.00883	89.43112	5.48009	2.38607	0.12000	3000.00000	0.09071	M	101.10525	150.94135	7.01466	4	
3	0.64424	14.59044	0.05251	0.05251	0.02200	0.02201	1.82195	3.37965	3.50921	2.79537	0.00000	0.38117	0.54120	0.08294	0.38338	0.30802	179.98297	0.22938	2.38607	0.12000	3000.00000	0.09071	M	51.87932	150.94135	7.01466	4	
3	3.86663	119.10784	0.21289	0.21289	0.05335	0.08922	1.82195	2.96963	5.97667	1.28111	0.00000	0.02319	0.76974	0.09131	0.01669	0.02681	75.23533	13.65024	2.38607	0.12000	3000.00000	0.09071	M	51.87932	150.94135	7.01466	4	
3	5.67675	35.32734	0.09468	0.09468	0.03100	0.03968	1.82195	0.89979	4.19734	2.78617	0.00000	0.11724	0.32851	0.05865	0.59208	0.07051	147.42518	17.87493	2.38607	0.12000	3000.00000	0.09071	M	51.87932	150.94135	7.01466	4	
3	4.33828	19.81723	0.06440	0.06440	0.02689	0.02699	1.82195	0.32089	3.43063	2.94041	0.00000	0.25341	0.45166	0.05730	0.05180	0.27697	169.92757	22.45600	2.38607	0.12000	3000.00000	0.09071	M	51.87932	150.94135	7.01466	4	
4	0.74778	21.01694	0.06697	0.06697	0.02600	0.02807	2.68451	5.87751	4.36786	0.89363	0.00000	0.23431	0.14910	0.04171	0.17301	0.52937	185.97819	0.21555	2.38607	0.12000	3000.00000	0.09071	M	33.78965	150.94135	7.01466	4	
4	1.11392	436.99253	0.50642	0.50642	0.20981	0.21224	2.68451	4.09775	0.13992	5.79453	0.00000	0.00410	0.66301	0.06023	0.09469	0.39734	53.65304	2.02490	2.38607	0.12000	3000.00000	0.09071	M	33.78965	150.94135	7.01466	4	
4	2.14171	1.75544	0.01280	0.01280	0.00522	0.00536	2.68451	3.56810	1.27596	4.46169	0.00000	6.41746	0.12783	0.03887	0.50188	0.44119	428.09259	3.69518	2.38607	0.12000	3000.00000	0.09071	M	33.78965	150.94135	7.01466	4	
5	1.09183	291.76936	0.38686	0.38686	0.06731	0.16213	1.50001	4.06660	0.75145	0.39679	0.00000	0.00702	0.30377	0.06375	0.10817	0.00817	73.59657	1.86368	2.38607	0.12000	3000.00000	0.09071	M	11.45772	150.94135	7.01466	4	
5	0.56732	400.83114	0.47808	0.47808	0.06822	0.20036	1.50001	3.93719	3.25761	1.11435	0.00000	0.00460	0.19677	0.01019	0.04268	0.94465	68.61287	0.17884	2.38607	0.12000	3000.00000	0.09071	M	11.45772	150.94135	7.01466	4	
6	2.40631	22.55940	0.07021	0.07021	0.02264	0.02943	1.31537	3.54503	1.13830	5.86622	0.00000	0.21319	0.76267	0.05690	0.53312	0.06635	132.00123	6.07894	2.38607	0.12000	3000.00000	0.09071	M	34.70895	150.94135	7.01466	4	
6	0.86183	49.91268	0.11922	0.11922	0.02082	0.04996	1.31537	2.40175	3.93050	3.57386	0.00000	0.07395	0.34973	0.05628	0.05618	0.00827	130.33256	0.90176	2.38607	0.12000	3000.00000	0.09071	M	34.70895	150.94135	7.01466	4	
7	1.61930	203.68757	0.30444	0.30444	0.05055	0.12759	1.80749	6.09768	2.51223	2.53489	0.00000	0.01134	0.09399	0.06120	0.13302	0.92522	88.60902	3.40098	2.38607	0.12000	3000.00000	0.09071	M	52.26442	150.94135	7.01466	4	
7	1.52324	3.17577	0.01900	0.01900	0.00795	0.00796	1.80749	1.89633	5.27854	0.93746	0.00000	2.91126	0.53900	0.07734	0.19028	0.35162	299.56568	1.75125	2.38607	0.12000	3000.00000	0.09071	M	52.26442	150.94135	7.01466	4	
7	1.30396	247.86552	0.34701	0.34701	0.06887	0.14543	1.80749	0.55666	1.73561	3.41378	0.00000	0.00873	0.13967	0.07585	0.13189	0.89319	81.93005	4.01483	2.38607	0.12000	3000.00000	0.09071	M	52.26442	150.94135	7.01466	4	
7	1.04239	96.36182	0.18484	0.18484	0.02774	0.07747	1.80749	0.38714	5.46896	2.10292	0.00000	0.03076	0.33213	0.00139	0.38690	0.00514	105.37093	3.40098	2.38607	0.12000	3000.00000	0.09071	M	52.26442	150.94135	7.01466	4	
8	1.16426	96.50840	0.18503	0.18503	0.07753	0.07754	0.13240	4.14881	0.38396	6.02284	0.00000	0.03070	0.75710	0.04838	0.46471	0.31021	81.78703	1.48349	2.38607	0.12000	3000.00000	0.09071	M	340.66827	150.94135	7.01466	4	
8	0.52330	27.44911	0.08002	0.08002	0.03341	0.03354	0.13240	0.64078	2.25623	3.31322	0.00000	0.16413	0.64967	0.06356	0.32974	0.36271	136.28863	0.12570	2.38607	0.12000	3000.00000	0.09071	M	340.66827	150.94135	7.01466	4	
0	0.61594	41.41576	0.18071	0.18071	0.06817	0.07095	1.16963	3.52709	6.24180	2.87718	0.00000	0.60426	0.12130	0.06809	0.57993	0.19204	237.58176	0.12833	2.54686	0.39000	3464.00000	0.45888	M	32.00119	165.05561	35.96988	5	
0	1.57483	233.05475	0.57171	0.57171	0.08949	0.22448	1.16963	0.37234	0.34338	4.45623	0.00000	0.06037	0.56648	0.00402	0.58307	0.92430	111.94559	6.88456	2.54686	0.39000	3464.00000	0.45888	M	32.00119	165.05561	35.96988	5	
0	2.75274	310.44262	0.69214	0.69214	0.23154	0.27176	1.16963	0.66274	1.02364	2.72289	0.00000	0.04119	0.21727	0.08019	0.04081	0.62481	117.93686	11.56315	2.54686	0.39000	3464.00000	0.45888	M	32.00119	165.05561	35.96988	5	
0	1.51285	200.82086	0.51770	0.51770	0.19556	0.20327	1.16963	6.15971	4.78685	4.93877	0.00000	0.07363	0.46260	0.01207	0.00618	0.46663	124.13081	2.49163	2.54686	0.39000	3464.00000	0.45888	M	32.00119	165.05561	35.96988	5	
0	3.51234	465.13968	0.90628	0.90628	0.34566	0.35584	1.16963	5.29678	2.90721	6.25664	0.00000	0.02403	0.14402	0.02322	0.56743	0.20858	105.39725	13.09556	2.54686	0.39000	3464.00000	0.45888	M	32.00119	165.05561	35.96988	5	
2	2.19213	334.47075	0.72741	0.72741	0.24861	0.28561	0.51663	3.47180	2.17801	2.45090	0.00000	0.03729	0.51413	0.01444	0.29230	0.60383	102.11395	5.25741	2.54686	0.39000	3464.00000	0.45888	M	25.26952	165.05561	35.96988	5	
2	1.62765	431.87699	0.86254	0.86254	0.31778	0.33867	0.51663	5.65109	3.24155	3.81704	0.00000	0.02652	0.42287	0.02683	0.44306	0.16465	97.89768	2.94136	2.54686	0.39000	3464.00000	0.45888	M	25.26952	165.05561	35.96988	5	
2	3.33265	73.35970	0.26455	0.26455	0.09878	0.10387	0.51663	4.20554	1.54614	2.27176	0.00000	0.28195	0.17763	0.07669	0.10457	0.48823	193.13238	7.32656	2.54686	0.39000	3464.00000	0.45888	M	25.26952	165.05561	35.96988	5	
4	1.01304	70.68570	0.25808	0.25808	0.09621	0.10133	2.72577	0.63737	3.04479	5.49018	0.00000	0.29626	0.06300	0.05787	0.24312	0.17720	202.02180	1.25666	2.54686	0.39000	3464.00000	0.45888	M	150.63074	165.05561	35.96988	5	
4	2.99906	308.90959	0.68986	0.68986	0.26377	0.27087	2.72577	1.89325	2.25035	4.63066	0.00000	0.04146	0.17930	0.04136	0.17207	0.21289	119.53922	5.14948	2.54686	0.39000	3464.00000	0.45888	M	150.63074	165.05561	35.96988	5	
4	1.43662	250.86418	0.60048	0.60048	0.22352	0.23577	2.72577	2.67968	0.50974	4.86656	0.00000	0.05473	0.78504	0.04846	0.16203	0.49363	91.66046	2.49163	2.54686	0.39000	3464.00000	0.45888	M	150.63074	165.05561	35.96988	5	
5	1.05397	67.07967	0.24923	0.24923	0.06236	0.09786	2.25050	2.12000	1.32092	3.52699	0.00000	0.31768	0.63704	0.00620	0.55311	0.80399	162.18480	2.24617	2.54686	0.39000	3464.00000	0.45888	M	27.19280	165.05561	35.96988	5	
5	0.63304	6.45384	0.05233	0.05233	0.01336	0.02055	2.25050	1.63979	3.09415	1.83463	0.00000	7.20591	0.02269	0.02823	0.11589	0.79543	453.39494	0.18259	2.54686	0.39000	3464.00000	0.45888	M	27.19280	165.05561	35.96988	5	
5	13.17593	0.51295	0.00967	0.00967	0.00249	0.00380	2.25050	2.66709	0.67068	1.14237	0.00000	210.87068	0.18728	0.01242	0.26322	0.03685	1007.01507	1824.02182	2.54686	0.39000	3464.00000	0.45888	M	27.19280	165.05561	35.96988	5	
6	0.50114	280.87752	0.64747	0.64747	0.19413	0.25422	1.16603	0.30557	5.44502	4.75857	0.00000	0.04707	0.12622	0.06906	0.57961	0.71016	125.33896	0.07801	2.54686	0.39000	3464.00000	0.45888	M	19.48673	165.05561	35.96988	5	
6	0.61490	44.10227	0.18844	0.18844	0.07293	0.07399	1.16603	1.80912	4.87878	4.73090	0.00000	0.55569	0.04843	0.06221	0.21920	0.40736	237.33636	0.14534	2.54686	0.39000	3464.00000	0.45888	M	19.48673	165.05561	35.96988	5	
6	1.27590	3.11114	0.03217	0.03217	0.00634	0.01263	1.16603	4.36461	0.21829	4.14919	0.00000	19.06426	0.27134	0.06886	0.31574	0.88004	537.31884	1.36537	2.54686	0.39000	3464.00000	0.45888	M	19.48673	165.05561	35.96988	5	
7	0.85541	111.85259	0.35046	0.35046	0.13423	0.13760	2.90875	5.88646	2.40682	2.61191	0.00000	0.16066	0.76245	0.07709	0.29244	0.43605	123.01689	0.15150	2.54686	0.39000	3464.00000	0.45888	M	34.38034	165.05561	35.96988	5	
7	0.73800	306.64919	0.68649	0.68649	0.26934	0.26954	2.90875	0.25866	4.24537	5.01179	0.00000	0.04187	0.00885	0.08010	0.11240	0.29930	125.62093	0.22938	2.54686	0.39000	3464.00000	0.45888	M	34.38034	165.05561	35.96988	5	
7	1.85511	379.20353	0.79090	0.79090	0.30298	0.31054	2.90875	3.87818	3.04114	1.98847	0.00000	0.03155	0.02390	0.02537	0.18878	0.43561	116.58882	4.01483	2.54686	0.39000	3464.00000	0.45888	M	34.38034	165.05561	35.96988	5	
8	2.29944	94.02415	0.31215	0.31215	0.11642	0.12256	0.53303	5.46838	1.93480	0.54420	0.00000	0.20252	0.49754	0.06262	0.18308	0.17770	157.19430	34.00106	2.54686	0.39000	3464.00000	0.45888	M	7.54248	165.05561	35.96988	5	
8	1.25084	30.64863	0.14785	0.14785	0.05040	0.05805	0.53303	3.34409	3.48948	4.14603	0.00000	0.90274	0.49661	0.07794	0.41225	0.11031	228.51451	2.88098	2.54686	0.39000	3464.00000	0.45888	M	7.54248	165.05561	35.96988	5	
8	1.20405	7.46356	0.05765	0.05765	0.02121	0.02264	0.53303	0.60896	4.64154	5.54310	0.00000	5.93633	0.60737	0.08016	0.48161	0.51302	343.89210	1.13287	2.54686	0.39000	3464.00000	0.45888	M	7.54248	165.05561	35.96988	5	
9	2.70502	155.83078	0.43716	0.43716	0.17080	0.17165	0.84198	2.23596	2.40816	4.00826	0.00000	0.10325	0.07493	0.08010	0.26486	0.27033	154.72727	6.33642	2.54686	0.39000	3464.00000	0.45888	M	45.03738	165.05561	35.96988	5	
9	1.46711	75.71022	0.27017	0.27017	0.09642	0.10608	0.84198	0.75928	3.50396	2.18601	0.00000	0.27034	0.31762	0.00779	0.28591	0.55492	182.40176	4.01483	2.54686	0.39000	3464.00000	0.45888	M	45.03738	165.05561	35.96988	5	
9	0.63444	0.78773	0.01288	0.01288	0.00435	0.00506	0.84198	4.02976	1.53634	5.49753	0.00000	119.01799	0.56332	0.03809	0.28996	0.10606	747.29210	0.40159	2.54686	0.39000	3464.00000	0.45888	M	45.03738	165.05561	35.96988	5	
0	0.92076	358.86810	1.24132	1.24132	0.20219	0.47072	1.48877	0.09271	4.22843	0.04713	0.00000	23.19055	0.10703	0.05331	0.26055	0.91216	593.72113	1.13287	2.63706	2.36000	9186.00000	1.98091	A	96.22434	90.75248	-16.71612	6	
0	0.53870	316.76780	1.14223	1.14223	0.41819	0.43315	1.48877	2.60521	3.80111	5.88816	0.00000	27.38858	0.44569	0.01790	0.12072	0.45945	549.38438	0.06210	2.63706	2.36000	9186.00000	1.98091	A	96.22434	90.75248	-16.71612	6	
0	0.89220	377.38671	1.28366	1.28366	0.05364	0.48678	1.48877	1.15673	4.74350	0.04287	0.00000	21.68580	0.36968	0.06553	0.47586	0.99405	535.15583	0.84736	2.63706	2.36000	9186.00000	1.98091	A	96.22434	90.75248	-16.71612	6	
1	2.10482	2.79979	0.04883	0.04883	0.01776	0.01852	1.91441	3.64269	0.80550	2.64037	0.00000	14987.27465	0.01980	0.02974	0.46957	0.47210	3064.12018	9.01530	2.63706	2.36000	9186.00000	1.98091	A	50.89160	90.75248	-16.71612	6	
1	1.53354	412.02127	1.36105	1.36105	0.17389	0.51612	1.91441	4.10205	2.62510	2.09183	0.00000	19.28996	0.71299	0.02780	0.47349	0.94579	426.92769	2.20006	2.63706	2.36000	9186.00000	1.98091	A	50.89160	90.75248	-16.71612	6	
2	0.71821	126.15007	0.61828	0.61828	0.20024	0.23446	0.68429	3.93196	2.79355	2.52316	0.00000	93.47760	0.44517	0.01360	0.33185	0.62252	746.89990	0.36961	2.63706	2.36000	9186.00000	1.98091	A	76.74615	90.75248	-16.71612	6	
3	1.63267	104.92054	0.54681	0.54681	0.20565	0.20735	1.62997	3.97658	4.11040	5.18585	0.00000	119.51164	0.00312	0.02240	0.42661	0.25695	919.51561	2.70717	2.63706	2.36000	9186.00000	1.98091	A	120.14685	90.75248	-16.71612	6	
3	2.14866	197.15555	0.83266	0.83266	0.25796	0.31575	1.62997	5.51114	3.90091	2.99815	0.00000	51.54014	0.11313	0.09344	0.49850	0.08454	723.68128	6.07894	2.63706	2.36000	9186.00000	1.98091	A	120.14685	90.75248	-16.71612	6	
3	0.99178	30.09748	0.23784	0.23784	0.08665	0.09019	1.62997	1.62466	4.34300	4.80026	0.00000	631.70945	0.19287	0.06551	0.46933	0.19197	1322.54902	0.44547	2.63706	2.36000	9186.00000	1.98091	A	120.14685	90.75248	-16.71612	6	
5	0.65951	9.70249	0.11182	0.11182	0.04170	0.04240	2.64255	2.15491	5.03292	1.64018	0.00000	2857.89622	0.36948	0.07585	0.33539	0.23263	1813.35019	0.25978	2.63706	2.36000	9186.00000	1.98091	A	30.36352	90.75248	-16.71612	6	
5	0.82299	168.16323	0.74888	0.74888	0.28381	0.28398	2.64255	3.57650	1.04131	2.17376	0.00000	63.71615	0.27584	0.02683	0.36071	0.33607	725.38159	0.60805	2.63706	2.36000	9186.00000	1.98091	A	30.36352	90.75248	-16.71612	6	
5	15.51077	254.45134	0.98703	0.98703	0.35379	0.37429	2.64255	4.00109	0.18675	2.20428	0.00000	36.67903	0.27486	0.05403	0.09385	0.17221	632.05625	6464.25557	2.63706	2.36000	9186.00000	1.98091	A	30.36352	90.75248	-16.71612	6	
6	3.21592	3.99354	0.06187	0.06187	0.02332	0.02346	1.18272	5.06499	3.97000	5.57376	0.00000	9334.27978	0.18505	0.04596	0.23749	0.37517	2599.25431	3.19580	2.63706	2.36000	9186.00000	1.98091	A	13.34652	90.75248	-16.71612	6	
6	0.65252	34.27231	0.25935	0.25935	0.07364	0.09835	1.18272	2.96844	4.47039	2.61090	0.00000	531.25098	0.70749	0.02060	0.55633	0.05982	982.66423	0.25978	2.63706	2.36000	9186.00000	1.98091	A	13.34652	90.75248	-16.71612	6	
6	2.06609	72.52038	0.42746	0.42746	0.11667	0.16210	1.18272	0.24590	4.07800	3.05323	0.00000	195.55883	0.22203	0.05766	0.38479	0.05156	977.47676	2.15490	2.63706	2.36000	9186.00000	1.98091	A	13.34652	90.75248	-16.71612	6	
7	0.51613	158.37340	0.71953	0.71953	0.27070	0.27285	0.45041	2.02586	5.99856	3.13398	0.00000	69.02100	0.31033	0.05383	0.56054	0.25811	731.05776	0.16805	2.63706	2.36000	9186.00000	1.98091	A	17.49525	90.75248	-16.71612	6	
7	0.91491	257.40425	0.99465	0.99465	0.37464	0.37718	0.45041	5.37295	0.52215	6.03056	0.00000	36.11907	0.20681	0.08342	0.00400	0.26249	643.90907	1.45303	2.63706	2.36000	9186.00000	1.98091	A	17.49525	90.75248	-16.71612	6	
7	1.06139	71.37953	0.42297	0.42297	0.14443	0.16039	0.45041	2.52071	4.94888	2.86373	0.00000	199.73736	0.01039	0.08114	0.24421	0.13144	1043.58181	1.54632	2.63706	2.36000	9186.00000	1.98091	A	17.49525	90.75248	-16.71612	6	
8	0.90327	44.60910	0.30918	0.30918	0.09083	0.11724	2.08634	5.08915	2.69155	5.91968	0.00000	373.81745	0.55361	0.03681	0.54189	0.06823	1000.32060	0.66065	2.63706	2.36000	9186.00000	1.98091	A	23.97799	90.75248	-16.71612	6	
8	3.36735	478.80949	1.50442	1.50442	0.56991	0.57049	2.08634	1.42041	5.67163	0.55988	0.00000	15.78849	0.17110	0.08986	0.39065	0.34110	529.36630	21.54350	2.63706	2.36000	9186.00000	1.98091	A	23.97799	90.75248	-16.71612	6	
8	0.52532	3.84280	0.06031	0.06031	0.01144	0.02287	2.08634	4.44643	2.57684	5.37500	0.00000	9825.64172	0.33810	0.05384	0.20733	0.01484	2499.39160	0.07180	2.63706	2.36000	9186.00000	1.98091	A	23.97799	90.75248	-16.71612	6	
9	0.88603	211.23557	0.87184	0.87184	0.31805	0.33061	1.95937	2.17025	2.35055	0.49153	0.00000	47.01122	0.54308	0.09216	0.50114	0.19372	599.18047	0.24923	2.63706	2.36000	9186.00000	1.98091	A	34.20554	90.75248	-16.71612	6	
9	1.07848	1.55117	0.03294	0.03294	0.00643	0.01249	1.95937	0.17466	6.27321	4.33663	0.00000	32936.51205	0.12136	0.03937	0.10070	0.87372	3630.09834	2.70717	2.63706	2.36000	9186.00000	1.98091	A	34.20554	90.75248	-16.71612	6	
0	1.53267	212.11724	0.38876	0.38876	0.03056	0.13090	1.49566	0.37640	5.39160	2.68589	0.00000	0.05638	0.79093	0.01310	0.50115	0.00138	91.70768	4.54690	2.96983	0.32000	3100.00000	0.17417	M	14.64507	270.83038	-23.83623	7	
0	0.78007	48.81708	0.14600	0.14600	0.04349	0.04916	1.49566	1.22834	4.15738	1.63947	0.00000	0.39977	0.00981	0.03445	0.56444	0.58659	220.76421	0.66065	2.96983	0.32000	3100.00000	0.17417	M	14.64507	270.83038	-23.83623	7	
0	3.06785	300.20477	0.49005	0.49005	0.11493	0.16501	1.49566	3.85091	1.15893	4.32102	0.00000	0.03548	0.38262	0.09778	0.00652	0.76328	107.07527	12.05291	2.96983	0.32000	3100.00000	0.17417	M	14.64507	270.83038	-23.83623	7	
1	0.56398	200.95499	0.37500	0.37500	0.12607	0.12627	1.44519	3.32584	1.73073	4.49571	0.00000	0.06060	0.22932	0.06548	0.00024	0.34695	129.38260	0.14839	2.96983	0.32000	3100.00000	0.17417	M	69.52826	270.83038	-23.83623	7	
3	0.56168	20.75488	0.08255	0.08255	0.02779	0.02780	1.81067	2.45763	2.50498	3.79549	0.00000	1.25049	0.23570	0.01028	0.02898	0.30996	275.19029	0.17517	2.96983	0.32000	3100.00000	0.17417	M	34.65128	270.83038	-23.83623	7	
4	0.83826	146.94149	0.30436	0.30436	0.02701	0.10248	1.52347	5.92143	3.89796	1.07699	0.00000	0.09198	0.69722	0.00245	0.32412	0.96664	113.69891	0.90176	2.96983	0.32000	3100.00000	0.17417	M	108.29647	270.83038	-23.83623	7	
4	2.98634	1.16948	0.01213	0.01213	0.00363	0.00409	1.52347	3.66288	5.08934	4.81067	0.00000	57.88762	0.13825	0.07443	0.17981	0.58068	739.66966	9.01530	2.96983	0.32000	3100.00000	0.17417	M	108.29647	270.83038	-23.83623	7	
4	0.87590	392.33781	0.58578	0.58578	0.01304	0.19724	1.52347	4.42284	1.68398	6.21623	0.00000	0.02483	0.56560	0.03831	0.06925	0.00003	89.69636	0.50451	2.96983	0.32000	3100.00000	0.17417	M	108.29647	270.83038	-23.83623	7	
6	1.87139	6.25659	0.03711	0.03711	0.01166	0.01250	0.36814	4.58022	3.54506	1.10515	0.00000	6.18668	0.39795	0.00622	0.03883	0.51867	386.65054	5.95415	2.96983	0.32000	3100.00000	0.17417	M	23.82366	270.83038	-23.83623	7	
6	0.56483	50.48674	0.14931	0.14931	0.04775	0.05027	0.36814	3.33403	4.56291	0.66706	0.00000	0.38224	0.17628	0.01081	0.28625	0.49038	208.48540	0.13102	2.96983	0.32000	3100.00000	0.17417	M	23.82366	270.83038	-23.83623	7	
7	1.09312	99.55086	0.23478	0.23478	0.07889	0.07905	0.22413	1.08328	3.65002	2.33569	0.00000	0.15459	0.24122	0.08007	0.24130	0.35156	162.88099	1.75125	2.96983	0.32000	3100.00000	0.17417	M	94.44362	270.83038	-23.83623	7	
7	1.31011	67.63278	0.18144	0.18144	0.06019	0.06109	0.22413	0.34626	3.29987	5.24430	0.00000	0.25884	0.34413	0.07112	0.20714	0.23730	178.65260	2.49163	2.96983	0.32000	3100.00000	0.17417	M	94.44362	270.83038	-23.83623	7	
7	0.65273	115.20613	0.25879	0.25879	0.08517	0.08714	0.22413	4.76701	2.47209	2.55517	0.00000	0.12724	0.69184	0.07826	0.48196	0.43111	123.84867	0.28226	2.96983	0.32000	3100.00000	0.17417	M	94.44362	270.83038	-23.83623	7	
8	1.16089	68.35391	0.18273	0.18273	0.06118	0.06153	2.33778	2.25457	3.28300	2.85126	0.00000	0.25521	0.18378	0.01797	0.38481	0.37355	188.02717	3.61933	2.96983	0.32000	3100.00000	0.17417	M	15.71342	270.83038	-23.83623	7	
9	1.88188	14.22220	0.06416	0.06416	0.02043	0.02160	1.75845	2.86196	1.24321	5.37723	0.00000	2.06991	0.32828	0.04421	0.02508	0.17274	302.22550	10.42404	2.96983	0.32000	3100.00000	0.17417	M	50.41300	270.83038	-23.83623	7	
9	6.11715	438.04597	0.63043	0.63043	0.04273	0.21228	1.75845	4.91481	6.21940	4.85319	0.00000	0.02144	0.05904	0.04844	0.56515	0.98041	104.89206	22.92664	2.96983	0.32000	3100.00000	0.17417	M	50.41300	270.83038	-23.83623	7	
0	1.63307	2.96715	0.02002	0.02002	0.00060	0.00633	1.48249	2.78500	5.94481	1.94614	0.00000	3.83464	0.33461	0.08364	0.21895	0.00009	351.75986	3.77263	3.16456	0.14000	3054.00000	0.12149	M	13.90291	345.69861	44.17799	8	
0	0.92471	357.61143	0.48838	0.48838	0.01467	0.15433	1.48249	1.57990	5.17651	5.78341	0.00000	0.00644	0.77928	0.00983	0.19265	0.99556	54.04373	1.13287	3.16456	0.14000	3054.00000	0.12149	M	13.90291	345.69861	44.17799	8	
1	1.10412	447.63921	0.56724	0.56724	0.15000	0.17925	0.99490	2.69641	4.20228	1.36966	0.00000	0.00477	0.67334	0.03168	0.29807	0.64107	55.30998	3.00300	3.16456	0.14000	3054.00000	0.12149	M	35.55542	345.69861	44.17799	8	
1	1.50179	94.06605	0.20050	0.20050	0.04631	0.06336	0.99490	5.65551	4.58991	0.74266	0.00000	0.03822	0.61987	0.06237	0.37885	0.73710	96.62659	3.77263	3.16456	0.14000	3054.00000	0.12149	M	35.55542	345.69861	44.17799	8	
1	2.97523	2.84769	0.01948	0.01948	0.00490	0.00615	0.99490	3.59535	5.38520	1.70200	0.00000	4.05061	0.54079	0.09050	0.53811	0.07637	325.03478	6.07894	3.16456	0.14000	3054.00000	0.12149	M	35.55542	345.69861	44.17799	8	
1	2.32401	276.29389	0.41121	0.41121	0.09536	0.12994	0.99490	5.37184	5.06136	0.27773	0.00000	0.00909	0.01090	0.02719	0.38509	0.73474	85.69271	6.74323	3.16456	0.14000	3054.00000	0.12149	M	35.55542	345.69861	44.17799	8	
2	0.88307	20.12705	0.07173	0.07173	0.01936	0.02267	1.48314	5.49455	3.61864	3.21397	0.00000	0.29863	0.64283	0.00281	0.32706	0.10234	159.05524	0.79624	3.16456	0.14000	3054.00000	0.12149	M	27.58161	345.69861	44.17799	8	
2	0.52246	383.71485	0.51187	0.51187	0.02015	0.16175	1.48314	2.72218	1.10526	3.51804	0.00000	0.00586	0.64082	0.01555	0.22235	0.99242	59.62323	0.07964	3.16456	0.14000	3054.00000	0.12149	M	27.58161	345.69861	44.17799	8	
2	9.55984	31.21164	0.09609	0.09609	0.00319	0.03037	1.48314	3.85178	0.39980	4.37116	0.00000	0.16638	0.38095	0.03751	0.24965	0.99458	157.67014	3469.59097	3.16456	0.14000	3054.00000	0.12149	M	27.58161	345.69861	44.17799	8	
3	5.84028	300.36643	0.43476	0.43476	0.13569	0.13739	0.89187	1.02179	3.67477	5.95282	0.00000	0.00813	0.65201	0.01941	0.48800	0.40061	64.18463	26.50919	3.16456	0.14000	3054.00000	0.12149	M	92.34538	345.69861	44.17799	8	
4	0.98479	457.80932	0.57580	0.57580	0.16155	0.18195	1.22870	2.74721	4.06310	5.87189	0.00000	0.00463	0.68677	0.06202	0.39651	0.58266	54.32417	0.76388	3.16456	0.14000	3054.00000	0.12149	M	110.97738	345.69861	44.17799	8	
4	0.61625	0.73464	0.00789	0.00789	0.00249	0.00249	1.22870	3.39263	4.29727	5.11490	0.00000	24.66472	0.52877	0.02009	0.47926	0.31239	513.89350	0.27079	3.16456	0.14000	3054.00000	0.12149	M	110.97738	345.69861	44.17799	8	
4	1.09962	317.97976	0.45160	0.45160	0.11352	0.14270	1.22870	5.59915	3.51745	3.46443	0.00000	0.00753	0.67728	0.00269	0.27943	0.07580	61.80135	0.84736	3.16456	0.14000	3054.00000	0.12149	M	110.97738	345.69861	44.17799	8	
6	1.59129	48.22081	0.12842	0.12842	0.01757	0.04058	1.86006	4.95156	1.47990	2.88571	0.00000	0.09315	0.23284	0.07209	0.15903	0.91074	143.90217	2.82183	3.16456	0.14000	3054.00000	0.12149	M	21.27034	345.69861	44.17799	8	
6	9.10719	179.88667	0.30890	0.30890	0.05812	0.09761	1.86006	4.82211	4.02486	1.26420	0.00000	0.01610	0.63555	0.00252	0.50133	0.82987	77.03134	8464.91541	3.16456	0.14000	3054.00000	0.12149	M	21.27034	345.69861	44.17799	8	
7	0.99721	472.39057	0.58797	0.58797	0.15251	0.18580	1.75634	3.11472	2.48238	3.18069	0.00000	0.00444	0.55099	0.05849	0.39122	0.65738	58.82401	0.62079	3.16456	0.14000	3054.00000	0.12149	M	15.23556	345.69861	44.17799	8	
