nMC	Rp	Porb	a	rp	ang_sep	ang_sep_max	inc	Omega	omega	theta	ecc	Finc	Abond	AgeomMIR	AgeomVIS	f	Tp	Mp	dist	Rs	Ts	Ms	stype	zodis	ra	dec	nstar	
9	0.57796	18.21772	0.14085	0.14085	0.00748	0.01164	0.97719	0.73466	3.86335	3.59767	0.00000	80.27851	0.41194	0.03860	0.06847	0.03444	729.54273	0.13657	12.10507	1.20000	5919.00000	1.12293	F	11.52370	240.47448	-70.08440	190	
9	4.52466	339.85874	0.99073	0.99073	0.06629	0.08184	0.97719	6.22023	1.66225	0.69327	0.00000	1.62253	0.68884	0.06909	0.15175	0.08156	234.60753	9.59409	12.10507	1.20000	5919.00000	1.12293	F	11.52370	240.47448	-70.08440	190	
9	4.22528	3.56731	0.04750	0.04750	0.00392	0.00392	0.97719	4.48285	3.97840	2.32510	0.00000	705.99888	0.25576	0.03941	0.28141	0.30993	1332.52611	11.32578	12.10507	1.20000	5919.00000	1.12293	F	11.52370	240.47448	-70.08440	190	
0	1.65357	219.98065	0.68398	0.68398	0.05164	0.05619	0.79790	0.06040	4.48291	1.21735	0.00000	0.69702	0.37831	0.04525	0.02188	0.54040	225.81484	1.15661	12.17285	0.75700	5013.00000	0.88194	G	16.76207	120.54764	-31.50085	191	
1	1.29222	0.60110	0.01337	0.01337	0.00107	0.00110	1.08122	5.06643	1.40204	1.49107	0.00000	1824.58292	0.46000	0.01896	0.35748	0.21731	1559.32087	7.79694	12.17285	0.75700	5013.00000	0.88194	G	33.92440	120.54764	-31.50085	191	
1	3.07741	3.12407	0.04011	0.04011	0.00160	0.00330	1.08122	2.90824	1.32882	3.52398	0.00000	202.67453	0.23334	0.01632	0.44060	0.88738	982.64349	7.63688	12.17285	0.75700	5013.00000	0.88194	G	33.92440	120.54764	-31.50085	191	
1	0.75820	1.39051	0.02338	0.02338	0.00178	0.00192	1.08122	0.86782	6.08916	0.62712	0.00000	596.38733	0.55181	0.04422	0.28510	0.15521	1125.36549	0.21112	12.17285	0.75700	5013.00000	0.88194	G	33.92440	120.54764	-31.50085	191	
2	0.70891	6.45220	0.06505	0.06505	0.00504	0.00534	1.99910	1.04491	4.78730	5.01099	0.00000	77.05784	0.51861	0.04528	0.42821	0.50198	686.87053	0.20254	12.17285	0.75700	5013.00000	0.88194	G	3.89882	120.54764	-31.50085	191	
3	3.75938	4.05765	0.04775	0.04775	0.00354	0.00392	0.53222	2.33822	2.72041	1.42817	0.00000	143.01955	0.53629	0.04756	0.34798	0.56252	794.24776	12.56343	12.17285	0.75700	5013.00000	0.88194	G	343.19873	120.54764	-31.50085	191	
4	1.25914	75.56175	0.33547	0.33547	0.02751	0.02756	1.77943	3.97644	1.98287	1.09869	0.00000	2.89751	0.07971	0.05322	0.56715	0.28951	355.65871	1.00030	12.17285	0.75700	5013.00000	0.88194	G	24.28039	120.54764	-31.50085	191	
4	2.94267	217.20095	0.67820	0.67820	0.02573	0.05571	1.77943	3.00731	3.08653	4.33199	0.00000	0.70894	0.15385	0.04397	0.24244	0.01146	244.94049	7.96035	12.17285	0.75700	5013.00000	0.88194	G	24.28039	120.54764	-31.50085	191	
5	2.58115	207.63971	0.65815	0.65815	0.05318	0.05407	1.87196	0.71366	3.45204	3.02152	0.00000	0.75280	0.63545	0.00608	0.34171	0.23317	201.44442	18.24955	12.17285	0.75700	5013.00000	0.88194	G	25.54418	120.54764	-31.50085	191	
5	1.75184	1.27713	0.02209	0.02209	0.00141	0.00182	1.87196	4.80259	2.12647	4.87754	0.00000	668.01004	0.24281	0.01230	0.04890	0.06879	1319.90650	3.13020	12.17285	0.75700	5013.00000	0.88194	G	25.54418	120.54764	-31.50085	191	
6	2.04695	292.85410	0.82772	0.82772	0.05770	0.06800	2.47221	1.51722	4.34279	0.91937	0.00000	0.47595	0.42446	0.08281	0.10489	0.62853	201.35144	7.17616	12.17285	0.75700	5013.00000	0.88194	G	3.47248	120.54764	-31.50085	191	
6	0.96627	104.78588	0.41718	0.41718	0.02688	0.03427	2.47221	1.66080	3.95754	0.78581	0.00000	1.87366	0.26514	0.06985	0.01348	0.69187	301.48756	4.45356	12.17285	0.75700	5013.00000	0.88194	G	3.47248	120.54764	-31.50085	191	
7	1.95599	58.33176	0.28231	0.28231	0.02251	0.02319	2.83141	4.55481	0.31629	0.59260	0.00000	4.09155	0.71397	0.02012	0.24593	0.20719	289.48108	3.85169	12.17285	0.75700	5013.00000	0.88194	G	15.86738	120.54764	-31.50085	191	
7	0.99418	83.50249	0.35858	0.35858	0.02805	0.02946	2.83141	5.63957	1.58225	0.01567	0.00000	2.53607	0.23416	0.09635	0.34895	0.18068	328.56524	0.77989	12.17285	0.75700	5013.00000	0.88194	G	15.86738	120.54764	-31.50085	191	
7	1.80958	336.44332	0.90795	0.90795	0.07145	0.07459	2.83141	3.68618	5.12970	2.37670	0.00000	0.39556	0.59378	0.08664	0.14490	0.18802	176.21345	5.83192	12.17285	0.75700	5013.00000	0.88194	G	15.86738	120.54764	-31.50085	191	
7	0.52103	13.52139	0.10653	0.10653	0.00874	0.00875	2.83141	4.71725	4.47983	5.09555	0.00000	28.73419	0.36701	0.02472	0.05779	0.34154	574.77040	0.08653	12.17285	0.75700	5013.00000	0.88194	G	15.86738	120.54764	-31.50085	191	
7	0.63132	58.01952	0.28130	0.28130	0.02301	0.02311	2.83141	4.11941	0.22284	0.08906	0.00000	4.12093	0.49834	0.09599	0.33233	0.27287	333.73137	0.67450	12.17285	0.75700	5013.00000	0.88194	G	15.86738	120.54764	-31.50085	191	
7	1.50114	30.32969	0.18254	0.18254	0.01494	0.01500	2.83141	0.20704	2.34136	0.51432	0.00000	9.78596	0.06909	0.05013	0.51026	0.27645	483.53080	1.57873	12.17285	0.75700	5013.00000	0.88194	G	15.86738	120.54764	-31.50085	191	
7	0.57005	95.11601	0.39110	0.39110	0.03118	0.03213	2.83141	5.98733	3.43236	1.93652	0.00000	2.13185	0.65290	0.00357	0.15136	0.44855	258.13646	0.06747	12.17285	0.75700	5013.00000	0.88194	G	15.86738	120.54764	-31.50085	191	
7	0.81979	13.72998	0.10762	0.10762	0.00867	0.00884	2.83141	0.43061	2.21660	0.23439	0.00000	28.15363	0.27799	0.08179	0.56265	0.22713	590.96944	2.15490	12.17285	0.75700	5013.00000	0.88194	G	15.86738	120.54764	-31.50085	191	
7	0.81566	159.59016	0.55223	0.55223	0.04407	0.04537	2.83141	1.72877	0.28088	1.97231	0.00000	1.06927	0.22346	0.09498	0.59322	0.20884	265.67964	0.59557	12.17285	0.75700	5013.00000	0.88194	G	15.86738	120.54764	-31.50085	191	
8	0.52805	303.59867	0.84785	0.84785	0.06961	0.06965	2.46829	3.08766	3.56960	5.90948	0.00000	0.45362	0.55823	0.02435	0.02468	0.33542	186.21693	0.10215	12.17285	0.75700	5013.00000	0.88194	G	99.68299	120.54764	-31.50085	191	
8	2.99650	86.27643	0.36648	0.36648	0.02425	0.03011	2.46829	2.69470	3.67834	3.86001	0.00000	2.42794	0.00811	0.04411	0.52493	0.07969	346.71421	3.77263	12.17285	0.75700	5013.00000	0.88194	G	99.68299	120.54764	-31.50085	191	
8	15.35002	243.32896	0.73156	0.73156	0.05994	0.06010	2.46829	3.51497	2.95640	3.21138	0.00000	0.60931	0.45908	0.08953	0.50260	0.35503	210.88189	40107.28123	12.17285	0.75700	5013.00000	0.88194	G	99.68299	120.54764	-31.50085	191	
9	0.69301	7.55229	0.07225	0.07225	0.00151	0.00594	1.34956	3.77791	4.02641	0.81955	0.00000	62.46776	0.20923	0.02337	0.07428	0.96874	737.85776	0.24923	12.17285	0.75700	5013.00000	0.88194	G	28.07578	120.54764	-31.50085	191	
9	2.92680	40.97320	0.22308	0.22308	0.01070	0.01833	1.34956	0.66383	2.00887	0.15009	0.00000	6.55281	0.20699	0.00698	0.06252	0.02476	420.21620	6.46922	12.17285	0.75700	5013.00000	0.88194	G	28.07578	120.54764	-31.50085	191	
0	0.75150	26.56328	0.16870	0.16870	0.01335	0.01378	2.02731	2.09664	5.31835	0.68387	0.00000	14.39837	0.74881	0.00458	0.54489	0.45266	383.81839	0.62079	12.24140	0.80500	5147.00000	0.90758	K	277.90000	75.68898	53.48106	192	
1	1.61428	298.89960	0.84713	0.84713	0.05080	0.06920	1.08916	4.42362	1.61449	0.65422	0.00000	0.57103	0.32337	0.01348	0.35073	0.05550	219.43050	4.09898	12.24140	0.80500	5147.00000	0.90758	K	65.64657	75.68898	53.48106	192	
1	1.10478	33.05076	0.19516	0.19516	0.01131	0.01594	1.08916	1.70665	1.68360	2.37696	0.00000	10.75921	0.77557	0.07271	0.08525	0.75348	346.94741	0.97977	12.24140	0.80500	5147.00000	0.90758	K	65.64657	75.68898	53.48106	192	
2	0.71345	268.59516	0.78886	0.78886	0.06419	0.06444	0.83041	1.58767	2.66587	3.73685	0.00000	0.65850	0.72935	0.05684	0.01501	0.27553	180.83768	0.24923	12.24140	0.80500	5147.00000	0.90758	K	3.46719	75.68898	53.48106	192	
2	1.28009	239.56108	0.73093	0.73093	0.04383	0.05971	0.83041	2.11516	0.75414	4.36099	0.00000	0.76701	0.28985	0.09827	0.49236	0.73461	239.10256	1.78795	12.24140	0.80500	5147.00000	0.90758	K	3.46719	75.68898	53.48106	192	
3	0.61017	46.36815	0.24458	0.24458	0.01434	0.01998	1.48990	5.89383	4.90075	2.15615	0.00000	6.85061	0.27928	0.08010	0.07859	0.05098	414.87731	0.23419	12.24140	0.80500	5147.00000	0.90758	K	8.55280	75.68898	53.48106	192	
3	0.95473	98.38949	0.40386	0.40386	0.01816	0.03299	1.48990	3.63629	1.15833	0.99050	0.00000	2.51241	0.40168	0.00157	0.33585	0.02032	308.17779	0.90176	12.24140	0.80500	5147.00000	0.90758	K	8.55280	75.68898	53.48106	192	
5	2.50364	5.13207	0.05638	0.05638	0.00416	0.00461	1.00479	1.36926	3.63630	5.25548	0.00000	128.91358	0.19474	0.08370	0.09568	0.13362	888.39223	7.63688	12.24140	0.80500	5147.00000	0.90758	K	26.51293	75.68898	53.48106	192	
6	1.33787	368.05824	0.97322	0.97322	0.07826	0.07950	2.69470	3.47466	0.01836	0.40074	0.00000	0.43265	0.44870	0.07697	0.46070	0.23531	194.50269	1.45303	12.24140	0.80500	5147.00000	0.90758	K	2.62005	75.68898	53.48106	192	
6	0.73184	163.89321	0.56751	0.56751	0.04243	0.04636	2.69470	6.06426	4.94603	0.13479	0.00000	1.27235	0.60743	0.01320	0.44135	0.54613	233.97992	0.31310	12.24140	0.80500	5147.00000	0.90758	K	2.62005	75.68898	53.48106	192	
7	2.01257	145.96895	0.52534	0.52534	0.03648	0.04292	1.97893	2.67221	2.78205	0.97063	0.00000	1.48482	0.19760	0.06276	0.44850	0.62689	290.77889	7.96035	12.24140	0.80500	5147.00000	0.90758	K	29.72185	75.68898	53.48106	192	
7	0.72908	43.50242	0.23439	0.23439	0.01679	0.01915	1.97893	0.62204	5.99153	6.02400	0.00000	7.45884	0.24808	0.03800	0.50971	0.59601	428.30813	0.34731	12.24140	0.80500	5147.00000	0.90758	K	29.72185	75.68898	53.48106	192	
7	3.12765	202.71303	0.65392	0.65392	0.02783	0.05342	1.97893	1.27926	3.29628	1.03968	0.00000	0.95833	0.68283	0.02970	0.28318	0.87054	206.65495	25.43199	12.24140	0.80500	5147.00000	0.90758	K	29.72185	75.68898	53.48106	192	
7	3.68776	413.50408	1.05177	1.05177	0.03749	0.08592	1.97893	1.60124	3.02826	4.62702	0.00000	0.37044	0.41823	0.04874	0.05826	0.00957	189.63250	9.59409	12.24140	0.80500	5147.00000	0.90758	K	29.72185	75.68898	53.48106	192	
8	0.89133	151.10831	0.53760	0.53760	0.03540	0.04392	0.96610	5.16082	0.25752	3.68701	0.00000	1.41787	0.07330	0.06125	0.53694	0.67180	297.98220	1.90274	12.24140	0.80500	5147.00000	0.90758	K	40.88822	75.68898	53.48106	192	
8	0.74184	23.79155	0.15675	0.15675	0.01255	0.01281	0.96610	5.15132	2.68888	0.69492	0.00000	16.67729	0.51416	0.08534	0.12620	0.42319	469.56931	0.32636	12.24140	0.80500	5147.00000	0.90758	K	40.88822	75.68898	53.48106	192	
8	0.53704	42.02821	0.22907	0.22907	0.01064	0.01871	0.96610	3.11782	5.47984	5.49701	0.00000	7.80970	0.70006	0.09300	0.36127	0.84517	344.32180	0.13377	12.24140	0.80500	5147.00000	0.90758	K	40.88822	75.68898	53.48106	192	
8	2.31273	1.27364	0.02227	0.02227	0.00162	0.00182	0.96610	4.75748	3.74394	1.95862	0.00000	826.59855	0.73394	0.02748	0.33842	0.57695	1071.79930	3.13020	12.24140	0.80500	5147.00000	0.90758	K	40.88822	75.68898	53.48106	192	
9	0.61783	3.34951	0.04242	0.04242	0.00303	0.00347	1.56090	3.17860	0.13607	3.50936	0.00000	227.70896	0.13692	0.03756	0.53243	0.59756	1042.08575	0.33320	12.24140	0.80500	5147.00000	0.90758	K	12.37905	75.68898	53.48106	192	
9	0.68662	288.01679	0.82644	0.82644	0.03723	0.06751	1.56090	1.69351	2.59117	2.70532	0.00000	0.59997	0.19880	0.00784	0.31545	0.85461	231.74695	0.36203	12.24140	0.80500	5147.00000	0.90758	K	12.37905	75.68898	53.48106	192	
9	3.25575	266.60853	0.78496	0.78496	0.03476	0.06412	1.56090	4.95169	2.62614	4.65505	0.00000	0.66505	0.03361	0.05832	0.29358	0.01930	249.20034	7.79694	12.24140	0.80500	5147.00000	0.90758	K	12.37905	75.68898	53.48106	192	
9	0.55929	5.59739	0.05974	0.05974	0.00471	0.00488	1.56090	2.84845	2.96202	3.58303	0.00000	114.82646	0.51275	0.07343	0.58574	0.19960	761.19437	0.07964	12.24140	0.80500	5147.00000	0.90758	K	12.37905	75.68898	53.48106	192	
0	2.26580	194.00919	0.64533	0.64533	0.05096	0.05150	1.21064	4.90793	1.84805	4.58988	0.00000	1.55660	0.54974	0.01426	0.21434	0.24951	254.65730	4.54690	12.53133	0.94700	5322.00000	0.95234	G	37.65975	120.87661	28.33082	193	
0	0.50062	10.54016	0.09257	0.09257	0.00449	0.00739	1.21064	4.53696	4.00415	3.29214	0.00000	75.65045	0.78681	0.07993	0.15346	0.02835	557.74831	0.07032	12.53133	0.94700	5322.00000	0.95234	G	37.65975	120.87661	28.33082	193	
0	1.24530	1.16083	0.02127	0.02127	0.00147	0.00170	1.21064	4.72350	4.62374	5.36234	0.00000	1433.00285	0.59915	0.05776	0.52686	0.60776	1362.55355	2.70717	12.53133	0.94700	5322.00000	0.95234	G	37.65975	120.87661	28.33082	193	
0	3.74226	213.01562	0.68682	0.68682	0.05383	0.05481	1.21064	0.61080	0.40175	2.53775	0.00000	1.37423	0.16469	0.03436	0.42285	0.23002	288.08636	10.86556	12.53133	0.94700	5322.00000	0.95234	G	37.65975	120.87661	28.33082	193	
2	1.02152	17.08449	0.12773	0.12773	0.00674	0.01019	0.85657	2.92346	4.62901	3.10988	0.00000	39.73182	0.45309	0.00045	0.51165	0.03786	600.91005	2.02490	12.53133	0.94700	5322.00000	0.95234	G	167.67573	120.87661	28.33082	193	
2	2.04906	0.64574	0.01439	0.01439	0.00106	0.00115	0.85657	5.73558	2.00902	4.82133	0.00000	3132.30170	0.21546	0.08036	0.12884	0.14668	1959.59333	5.59494	12.53133	0.94700	5322.00000	0.95234	G	167.67573	120.87661	28.33082	193	
2	1.13309	228.13887	0.71896	0.71896	0.05424	0.05737	0.85657	5.01445	2.50407	0.19182	0.00000	1.25413	0.20290	0.08077	0.33641	0.17249	278.29826	1.39399	12.53133	0.94700	5322.00000	0.95234	G	167.67573	120.87661	28.33082	193	
2	0.93913	0.82028	0.01687	0.01687	0.00096	0.00135	0.85657	5.23807	4.74074	0.35408	0.00000	2276.79945	0.15432	0.04442	0.35793	0.75085	1843.65033	1.18085	12.53133	0.94700	5322.00000	0.95234	G	167.67573	120.87661	28.33082	193	
3	1.52179	62.38575	0.30290	0.30290	0.01223	0.02417	1.94997	3.58207	2.93896	2.15359	0.00000	7.06579	0.04622	0.06769	0.11833	0.87803	448.43378	3.61933	12.53133	0.94700	5322.00000	0.95234	G	9.86466	120.87661	28.33082	193	
3	3.03631	15.25706	0.11845	0.11845	0.00355	0.00945	1.94997	1.91597	4.01335	0.62850	0.00000	46.20051	0.64973	0.04927	0.06201	0.93264	558.22319	7.63688	12.53133	0.94700	5322.00000	0.95234	G	9.86466	120.87661	28.33082	193	
3	2.12850	23.12262	0.15629	0.15629	0.00647	0.01247	1.94997	2.53821	4.33897	0.77561	0.00000	26.53943	0.07181	0.02530	0.41089	0.87156	620.05233	5.48009	12.53133	0.94700	5322.00000	0.95234	G	9.86466	120.87661	28.33082	193	
3	0.59556	160.83261	0.56949	0.56949	0.04532	0.04545	1.94997	3.82555	0.64191	5.56046	0.00000	1.99883	0.51856	0.07225	0.12438	0.35671	275.66171	0.22938	12.53133	0.94700	5322.00000	0.95234	G	9.86466	120.87661	28.33082	193	
4	1.88640	13.61552	0.10980	0.10980	0.00743	0.00876	1.65580	1.91573	3.34982	5.51423	0.00000	53.77271	0.43299	0.08879	0.50043	0.09920	654.00989	3.69518	12.53133	0.94700	5322.00000	0.95234	G	43.82854	120.87661	28.33082	193	
5	1.47493	87.05474	0.37824	0.37824	0.02983	0.03018	0.88036	5.05279	4.72808	1.75548	0.00000	4.53125	0.73082	0.00357	0.57682	0.24534	292.48969	4.18489	12.53133	0.94700	5322.00000	0.95234	G	66.17987	120.87661	28.33082	193	
5	0.93769	11.78874	0.09974	0.09974	0.00788	0.00796	0.88036	0.13820	2.66711	0.65463	0.00000	65.16052	0.61745	0.00456	0.52037	0.39042	621.89184	0.81293	12.53133	0.94700	5322.00000	0.95234	G	66.17987	120.87661	28.33082	193	
5	12.73488	109.91689	0.44186	0.44186	0.03503	0.03526	0.88036	2.22315	4.10654	2.32592	0.00000	3.32039	0.70568	0.03918	0.16183	0.26307	276.72478	326.11094	12.53133	0.94700	5322.00000	0.95234	G	66.17987	120.87661	28.33082	193	
6	1.68116	359.23066	0.97309	0.97309	0.04013	0.07765	1.48573	0.59521	0.73930	1.36858	0.00000	0.68461	0.09452	0.09967	0.48684	0.01650	246.96015	2.49163	12.53133	0.94700	5322.00000	0.95234	G	64.54028	120.87661	28.33082	193	
6	2.62594	140.80798	0.52118	0.52118	0.03306	0.04159	1.48573	4.37454	2.19445	4.74348	0.00000	2.38655	0.15856	0.08090	0.48221	0.07556	331.31735	13.37002	12.53133	0.94700	5322.00000	0.95234	G	64.54028	120.87661	28.33082	193	
6	12.41447	127.17855	0.48698	0.48698	0.00353	0.03886	1.48573	2.29549	1.27373	0.26478	0.00000	2.73352	0.70205	0.07809	0.12346	0.00008	264.40093	219.89392	12.53133	0.94700	5322.00000	0.95234	G	64.54028	120.87661	28.33082	193	
8	1.14864	1.95601	0.03012	0.03012	0.00169	0.00240	2.25708	3.58902	2.04234	5.40631	0.00000	714.67984	0.13444	0.07681	0.17774	0.04735	1388.02844	1.08683	12.53133	0.94700	5322.00000	0.95234	G	82.22449	120.87661	28.33082	193	
8	0.79368	78.87332	0.35415	0.35415	0.02677	0.02826	2.25708	5.67315	5.09413	4.75766	0.00000	5.16854	0.76703	0.09339	0.40356	0.49499	291.54918	0.45481	12.53133	0.94700	5322.00000	0.95234	G	82.22449	120.87661	28.33082	193	
8	0.83454	23.44196	0.15772	0.15772	0.01256	0.01259	2.25708	2.19423	0.42772	2.80385	0.00000	26.05849	0.67323	0.07685	0.33816	0.35384	475.43729	0.73284	12.53133	0.94700	5322.00000	0.95234	G	82.22449	120.87661	28.33082	193	
8	1.52502	405.48608	1.05492	1.05492	0.07235	0.08418	2.25708	1.24889	2.27707	3.28403	0.00000	0.58251	0.17707	0.04728	0.18277	0.61657	231.58649	3.13020	12.53133	0.94700	5322.00000	0.95234	G	82.22449	120.87661	28.33082	193	
8	2.37465	26.93787	0.17304	0.17304	0.00900	0.01381	2.25708	1.00381	5.68762	5.10952	0.00000	21.64995	0.49677	0.09840	0.54771	0.79451	505.65314	8.12718	12.53133	0.94700	5322.00000	0.95234	G	82.22449	120.87661	28.33082	193	
8	5.12524	96.88847	0.40621	0.40621	0.02368	0.03242	2.25708	2.69679	2.83375	4.53104	0.00000	3.92866	0.69833	0.05306	0.59190	0.05449	290.39472	31.29396	12.53133	0.94700	5322.00000	0.95234	G	82.22449	120.87661	28.33082	193	
9	2.75831	1.76523	0.02813	0.02813	0.00214	0.00224	2.82913	3.16596	4.31007	0.33654	0.00000	819.48123	0.73808	0.06325	0.21174	0.48677	1065.29766	10.64251	12.53133	0.94700	5322.00000	0.95234	G	142.68265	120.87661	28.33082	193	
9	1.69740	107.16546	0.43445	0.43445	0.03299	0.03467	2.82913	1.62389	5.32870	2.55742	0.00000	3.43453	0.54454	0.08812	0.28863	0.17983	311.26099	2.49163	12.53133	0.94700	5322.00000	0.95234	G	142.68265	120.87661	28.33082	193	
1	0.92402	223.83561	0.75146	0.75146	0.05576	0.05943	2.61828	0.97877	0.48654	0.27856	0.00000	1.58348	0.06952	0.09273	0.26404	0.16451	306.63796	0.52588	12.64382	0.98300	5661.00000	1.12967	G	50.17558	15.69643	42.61337	194	
1	1.13835	134.42610	0.53491	0.53491	0.04173	0.04231	2.61828	1.29670	4.24827	2.36927	0.00000	3.12516	0.07584	0.09000	0.30822	0.24060	362.82788	1.61182	12.64382	0.98300	5661.00000	1.12967	G	50.17558	15.69643	42.61337	194	
1	1.99779	13.85009	0.11756	0.11756	0.00904	0.00930	2.61828	1.67027	3.70476	3.06163	0.00000	64.70132	0.60643	0.01658	0.10557	0.21083	625.21721	2.54385	12.64382	0.98300	5661.00000	1.12967	G	50.17558	15.69643	42.61337	194	
1	1.46736	281.43159	0.87540	0.87540	0.06518	0.06924	2.61828	0.20023	6.17177	2.51276	0.00000	1.16686	0.35187	0.05018	0.12101	0.16803	259.54725	2.76391	12.64382	0.98300	5661.00000	1.12967	G	50.17558	15.69643	42.61337	194	
1	1.41847	8.94060	0.08781	0.08781	0.00602	0.00694	2.61828	0.17883	4.82135	3.08808	0.00000	115.97420	0.45891	0.09488	0.26004	0.10934	783.34814	2.06734	12.64382	0.98300	5661.00000	1.12967	G	50.17558	15.69643	42.61337	194	
2	1.02350	301.25301	0.91603	0.91603	0.02570	0.07245	1.79494	3.20572	5.11539	5.59273	0.00000	1.06563	0.70397	0.06283	0.31896	0.93997	208.58384	2.49163	12.64382	0.98300	5661.00000	1.12967	G	39.70315	15.69643	42.61337	194	
2	0.72201	15.32964	0.12579	0.12579	0.00232	0.00995	1.79494	4.92057	5.63681	2.14344	0.00000	56.51204	0.15791	0.06791	0.33987	0.00138	731.00678	0.81293	12.64382	0.98300	5661.00000	1.12967	G	39.70315	15.69643	42.61337	194	
2	0.75631	127.35866	0.51599	0.51599	0.00907	0.04081	1.79494	6.08074	4.31165	0.39600	0.00000	3.35850	0.59361	0.07202	0.09691	0.97616	300.82812	0.33320	12.64382	0.98300	5661.00000	1.12967	G	39.70315	15.69643	42.61337	194	
3	0.51655	1.61839	0.02810	0.02810	0.00202	0.00222	2.70987	2.46250	4.54771	3.35282	0.00000	1132.59217	0.08492	0.02612	0.13590	0.13755	1579.17261	0.05957	12.64382	0.98300	5661.00000	1.12967	G	24.70195	15.69643	42.61337	194	
3	10.40625	470.93682	1.23386	1.23386	0.09506	0.09759	2.70987	0.16627	1.57293	4.13903	0.00000	0.58735	0.60059	0.05960	0.42775	0.43961	193.69850	2198.37665	12.64382	0.98300	5661.00000	1.12967	G	24.70195	15.69643	42.61337	194	
3	5.59643	237.57210	0.78190	0.78190	0.05917	0.06184	2.70987	5.66167	0.45729	5.05740	0.00000	1.46259	0.51696	0.02281	0.03547	0.47729	255.16599	20.24381	12.64382	0.98300	5661.00000	1.12967	G	24.70195	15.69643	42.61337	194	
4	0.70405	293.77180	0.90080	0.90080	0.06934	0.07124	2.83102	4.30138	2.25146	1.73911	0.00000	1.10197	0.00096	0.05409	0.01222	0.44142	285.09137	0.30038	12.64382	0.98300	5661.00000	1.12967	G	20.15598	15.69643	42.61337	194	
4	1.24389	217.39744	0.73699	0.73699	0.05610	0.05829	2.83102	3.76741	2.30245	5.07197	0.00000	1.64631	0.42297	0.04773	0.23332	0.19452	274.77299	1.54632	12.64382	0.98300	5661.00000	1.12967	G	20.15598	15.69643	42.61337	194	
4	1.22487	12.24458	0.10829	0.10829	0.00828	0.00856	2.83102	5.03542	4.08054	0.06022	0.00000	76.25325	0.50527	0.04165	0.49961	0.45739	689.76929	5.83192	12.64382	0.98300	5661.00000	1.12967	G	20.15598	15.69643	42.61337	194	
4	0.93984	2.27271	0.03524	0.03524	0.00270	0.00279	2.83102	2.80349	1.65319	0.50926	0.00000	720.21023	0.31789	0.06963	0.39411	0.20178	1310.31327	0.71780	12.64382	0.98300	5661.00000	1.12967	G	20.15598	15.69643	42.61337	194	
4	2.29273	92.85861	0.41799	0.41799	0.03173	0.03306	2.83102	5.61980	2.49715	1.80708	0.00000	5.11785	0.32642	0.01619	0.05303	0.47117	379.24093	4.09898	12.64382	0.98300	5661.00000	1.12967	G	20.15598	15.69643	42.61337	194	
5	0.71719	21.90230	0.15957	0.15957	0.00789	0.01262	1.18308	4.86684	0.33305	0.66958	0.00000	35.11806	0.52311	0.04616	0.40534	0.03125	563.03311	0.19032	12.64382	0.98300	5661.00000	1.12967	G	9.25221	15.69643	42.61337	194	
5	3.33576	67.24801	0.33709	0.33709	0.01373	0.02666	1.18308	5.40887	5.02926	0.07073	0.00000	7.86945	0.18151	0.01668	0.30333	0.87343	443.38952	2.44048	12.64382	0.98300	5661.00000	1.12967	G	9.25221	15.69643	42.61337	194	
5	0.75768	10.86178	0.09997	0.09997	0.00785	0.00791	1.18308	3.50906	3.77557	2.38037	0.00000	89.46413	0.61965	0.00749	0.42917	0.37925	672.20720	0.60805	12.64382	0.98300	5661.00000	1.12967	G	9.25221	15.69643	42.61337	194	
5	3.84609	7.28930	0.07663	0.07663	0.00567	0.00606	1.18308	0.38322	5.79429	0.88218	0.00000	152.26587	0.26899	0.00776	0.04989	0.16117	904.01762	5.95415	12.64382	0.98300	5661.00000	1.12967	G	9.25221	15.69643	42.61337	194	
6	0.71889	387.56627	1.08356	1.08356	0.08259	0.08570	1.37469	3.14076	1.49274	4.51484	0.00000	0.76159	0.03778	0.04594	0.05761	0.46318	257.51092	0.27079	12.64382	0.98300	5661.00000	1.12967	G	34.00559	15.69643	42.61337	194	
6	0.58076	118.22375	0.49101	0.49101	0.02462	0.03883	1.37469	6.09611	5.84676	5.81142	0.00000	3.70889	0.01552	0.06165	0.08021	0.80606	384.73210	0.13377	12.64382	0.98300	5661.00000	1.12967	G	34.00559	15.69643	42.61337	194	
6	3.20725	21.14568	0.15587	0.15587	0.00839	0.01233	1.37469	5.20070	0.54123	1.75668	0.00000	36.80340	0.06581	0.05227	0.12831	0.04204	673.94929	19.82825	12.64382	0.98300	5661.00000	1.12967	G	34.00559	15.69643	42.61337	194	
6	0.78035	0.57617	0.01411	0.01411	0.00111	0.00112	1.37469	2.53880	3.16407	6.16852	0.00000	4488.65937	0.43062	0.02768	0.01487	0.27446	1978.91060	0.28817	12.64382	0.98300	5661.00000	1.12967	G	34.00559	15.69643	42.61337	194	
7	0.50461	207.65727	0.71480	0.71480	0.05500	0.05653	2.58959	2.03529	4.97992	1.75974	0.00000	1.75006	0.49684	0.07355	0.37559	0.21128	269.60973	0.16805	12.64382	0.98300	5661.00000	1.12967	G	23.21015	15.69643	42.61337	194	
7	0.69569	120.93526	0.49849	0.49849	0.03536	0.03943	2.58959	4.27658	0.14552	0.85741	0.00000	3.59843	0.41554	0.00179	0.00069	0.12891	335.16875	0.21112	12.64382	0.98300	5661.00000	1.12967	G	23.21015	15.69643	42.61337	194	
